DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF AUGUST - 2024 (AS ON 02/09/2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
1,MURDER,2,1,2,5,19,3,2,0,2,3,0,1,3,1,4,4,0,0,3,2,1,0,0,3,3,2,2,2,3,4,4,3,5,1,0,2,2,0,94
2,DACOITY,0,0,0,0,3,3,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14
3,ROBBERY,1,1,2,2,27,3,0,2,1,0,0,1,0,1,0,0,1,2,0,2,3,0,1,1,0,2,0,0,0,2,0,2,6,1,1,0,2,0,67
3a,CHAIN SNATCHING,0,0,3,1,13,4,2,1,0,0,0,0,3,0,1,2,0,0,0,1,1,3,0,2,0,0,2,3,4,0,2,1,4,1,0,0,0,0,54
4a,BURGLARY - DAY,0,2,5,0,19,8,1,0,2,1,3,0,4,1,3,7,6,1,2,1,1,0,0,2,1,3,2,2,3,7,1,4,5,4,4,0,4,0,109
4b,BURGLARY - NIGHT,6,4,6,10,42,13,11,6,4,9,7,2,17,0,2,15,9,5,2,15,5,0,4,5,2,12,3,8,19,8,8,8,20,9,5,6,8,5,320
5,THEFT,20,32,20,25,724,140,21,15,21,20,44,4,29,6,13,30,33,18,3,33,15,65,6,16,17,28,10,37,41,45,40,29,68,19,12,18,20,14,1751
6,RIOTS,3,8,2,12,2,11,9,6,16,2,22,1,10,1,5,5,10,4,0,9,6,0,0,4,3,4,0,1,6,19,3,14,5,0,4,8,9,6,230
7,CASES OF HURT,7,11,11,26,303,43,27,34,40,43,46,9,25,4,10,68,13,20,10,31,17,2,20,23,11,44,16,22,55,25,38,41,54,21,21,7,31,17,1246
8,Spl & Local laws,61,122,30,63,1910,136,70,79,60,91,104,35,105,27,65,98,59,130,17,122,69,6,32,36,106,234,127,48,60,161,83,151,130,55,66,69,65,144,5026
9a,RAPE,0,1,0,1,19,1,1,1,4,2,0,0,1,1,0,0,1,0,0,2,1,0,1,0,0,2,0,1,1,1,0,2,3,2,1,0,1,3,54
9b,DOWRY DEATHS,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,10
10,POCSO,1,7,4,8,35,9,6,9,7,9,21,7,7,4,4,14,10,8,3,4,1,1,5,10,10,8,3,5,15,4,6,19,12,3,7,3,6,1,296
11,SC ST & POA Act,3,2,2,7,19,4,1,4,2,2,6,0,4,7,7,7,4,2,2,7,4,0,0,3,4,5,0,2,7,7,1,6,15,2,3,1,6,5,163
12a,107 Cr.P.C.,59,62,95,59,105,12,73,15,25,64,43,14,46,43,96,53,26,13,7,56,17,0,18,12,257,23,44,13,33,30,20,304,43,12,36,45,57,10,1940
12b,109 Cr.P.C.,12,11,12,8,74,18,10,1,8,18,8,8,1,8,9,9,5,3,4,9,7,27,1,6,4,6,1,0,13,4,2,1,25,10,7,3,8,1,362
12c,110 Cr.P.C.,3,0,2,11,57,0,10,2,0,3,1,0,0,1,3,10,1,2,2,12,6,0,0,1,4,0,5,21,0,6,0,3,9,5,0,2,3,4,189
13,CYBER CRIME,4,8,5,2,1444,83,2,1,8,6,3,18,12,4,4,10,8,7,7,3,3,0,6,3,0,9,7,27,4,3,13,11,22,14,7,1,4,1,1774
14a,Cr. Br. of Trust,4,1,0,1,19,9,1,0,1,1,0,0,1,0,0,4,1,2,0,1,0,0,0,0,1,0,2,2,0,2,1,2,2,0,0,1,0,0,59
