"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/07/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1290,60,30,1200,1,26,89,0,972,14,52,1,46,1203,55,22,1126,0,3,28,1,1008,40,17,0,29,720,7,9,704,0,1,0,0,352,343,0,1,
Attempt to murder,2776,168,12,2596,0,21,208,10,2255,40,20,16,26,2756,137,13,2606,0,4,46,7,2235,277,11,16,10,1948,25,6,1917,0,0,1,0,567,1345,0,4,
C.H.Not Amounting to murder,82,8,1,73,0,1,6,0,56,3,1,1,5,136,8,0,128,0,5,0,0,87,20,0,2,14,75,0,0,75,0,0,0,0,24,47,0,2,
Dacoity,177,15,3,159,0,0,3,0,144,3,8,1,0,150,11,4,135,0,1,0,0,110,18,6,0,0,78,1,0,77,0,0,0,0,34,43,0,0,
Preparation And Assembly For Dacoity,137,0,0,137,0,1,3,0,132,1,0,0,0,120,0,0,120,0,0,0,0,114,6,0,0,0,41,0,0,41,0,0,0,0,28,13,0,0,
Robbery,1236,44,20,1172,0,9,27,4,857,9,262,1,3,985,35,10,940,0,2,4,4,649,132,145,4,0,327,8,3,316,0,0,0,0,82,231,3,0,
Chain Snatching,641,7,4,630,0,3,8,0,412,4,198,0,5,621,9,7,605,0,0,2,1,400,92,109,1,0,291,3,0,288,0,0,0,0,86,202,0,0,
H.B.T by day,1173,40,0,1133,0,12,26,1,485,10,597,1,1,1132,31,0,1101,0,5,9,1,446,185,452,2,1,610,6,0,604,0,0,0,0,89,474,40,1,
H.B.T by night,4865,46,2,4817,0,24,59,6,1659,35,3018,10,6,4329,37,2,4290,0,7,19,1,1480,640,2138,5,0,2240,6,0,2234,0,0,0,0,262,1741,231,0,
House theft,2156,126,1,2029,0,7,22,7,577,17,1393,3,3,1926,90,8,1828,0,7,5,6,549,155,1104,2,0,1084,25,0,1059,0,0,1,1,103,792,162,0,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,5,226,0,0,0,0,81,43,102,0,0,334,1,1,332,0,0,0,0,61,247,24,0,
Ordinary Theft,22597,917,271,21409,2,683,317,2413,4231,83,13517,137,28,20166,818,321,19027,0,327,176,1269,4830,1210,11117,84,14,10395,202,95,10098,0,39,10,118,1540,6730,1649,10,
Cattle thefts,423,13,2,408,0,8,9,38,138,1,212,1,1,505,6,2,497,0,4,1,23,233,48,187,1,0,308,4,0,304,0,0,0,3,53,201,46,1,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6926,2263,130,4533,0,12,34,98,2443,1067,746,118,15,6564,1492,119,4953,0,2,9,39,1490,2804,514,92,3,3348,139,38,3171,0,0,1,4,149,2963,46,8,
Cr.Br.Trust,506,156,5,345,0,0,1,3,185,121,27,8,0,563,118,13,432,0,0,0,0,165,248,11,7,1,413,13,2,398,0,0,0,0,17,377,4,0,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,16,5,9,0,0,23,0,0,23,0,0,0,0,3,19,1,0,
Sub Total - PART-I,45015,3863,482,40670,3,807,812,2580,14556,1408,20070,298,139,41422,2850,526,38046,0,367,299,1352,13895,5923,15922,216,72,22236,440,154,21642,0,40,13,126,3450,15769,2206,27,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths due
to Rashness/Negligence (Sec 304(A)IPC/106
BNS)",12047,101,34,11913,0,520,722,15,8041,26,1072,30,1487,12024,113,15,11896,0,289,190,7,8997,356,855,12,1190,6934,15,12,6907,0,32,3,1,2843,3670,91,3,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,21070,396,464,8032,21,1324,101,107,31415,214,14,31187,0,14909,313,276,13811,547,1224,56,51,18410,48,9,18353,0,2248,16,22,7847,7983,226,4,
Rioting,3906,390,7,3509,0,22,455,42,2893,42,34,19,2,3464,325,4,3135,0,11,110,17,2652,314,28,2,1,2049,57,1,1991,0,0,2,1,513,1471,2,2,
Hurts,17481,1165,31,16285,0,192,2606,575,12397,64,342,58,51,17111,1242,30,15839,0,102,732,234,13504,934,274,43,16,9829,253,13,9563,0,4,16,17,3983,5506,30,5,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,4,3,0,0,
Kidnapping,3639,3280,31,328,0,1,35,2,192,57,32,9,0,3968,3462,32,474,0,0,12,1,203,242,10,6,0,2498,1410,19,1069,0,0,0,0,48,1012,3,5,
304(B) IPC/80 BNS,158,8,1,149,0,0,14,0,131,2,0,1,1,112,0,2,110,0,0,3,0,105,2,0,0,0,70,0,1,69,0,0,0,0,42,27,0,0,
498 (A) IPC/85 BNS,2956,327,61,2568,0,11,381,11,2061,52,1,37,14,2905,243,56,2606,0,6,140,5,2244,183,1,19,8,1677,49,17,1611,0,0,2,1,588,1019,0,1,
Molestation (354 IPC/74 BNS),6488,650,31,5807,0,30,708,53,4821,73,71,33,18,6333,665,33,5635,1,15,171,25,4831,492,66,28,7,3453,136,13,3304,0,0,1,3,1136,2153,5,5,
Rape,601,44,37,520,0,0,60,2,420,18,2,17,1,739,52,52,635,0,0,28,0,544,52,0,10,1,549,23,31,495,0,0,0,1,213,274,0,7,
353 IPC/132 BNS,1004,47,4,953,0,27,39,3,835,17,15,13,4,976,30,3,943,0,7,8,0,768,138,11,8,3,711,6,2,703,0,1,0,1,230,470,1,0,
Other IPC/BNS,21471,2019,85,19367,0,10484,554,423,6445,440,829,144,48,16380,1512,104,14764,0,4551,175,211,7271,1782,664,76,34,11477,333,43,11101,0,1761,1,33,3781,5423,84,13,
Sub Total - PART-II,101512,8262,335,92916,0,32357,5970,1590,46270,812,3722,462,1733,95319,7855,343,87121,1,19890,1876,776,54844,5033,3133,258,1311,57470,2325,153,54992,0,4046,41,80,21166,28894,442,43,
