Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC/ 91, 92 BNS)",3,1,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),19,4,4,6
4,Kidnapping & Abduction of Children,1743,328,368,403
4.1,For Ransom - of Children,2,1,0,0
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,1,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,2,0,0,1
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,1,0,0,1
,Sub Total,1749,329,368,405
5,"Selling of girls for Prostitution (Sec.372, 373 IPC/ 98,
99 BNS)",0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,74,24,13,21
7,POCSO Act,2071,393,445,406
8,Death of Children due to miscarriage,6,2,2,1
9,Juvenile Justice Act,44,16,7,5
10,Child Labour (Pro.& Reg.) Act,25,4,3,2
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),3991,773,842,846
