"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - July - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for July 2023 as on 31.07.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.07.2023",,
1,Bengaluru City,35411,32410,5,,
2,Belagavi City,1221,1222,10,,
3,Hubli-Dharwad City,1322,1399,138,,
4,Mysore City,2965,2727,8,,
5,Mangalore City,3901,2573,93,,
6,Bagalkot,2286,1996,6,,
7,Ballari,1284,1263,11,,
8,Belagavi,3178,3965,302,,
9,Bengaluru Rural,5674,5254,374,,
10,Bidar,1711,1534,11,,
11,Chamarajanagar,1550,1424,7,,
12,Chikkaballapura,1927,2108,0,,
13,Chikkamagaluru,2022,1946,2,,
14,Chitradurga,1652,1632,37,,
15,Dakshina Kannada,1359,1508,0,EEExxxipptoo,rrtt ttoo EPxDcFel
16,Davanagere,2937,2588,1,,
17,Dharwad,1065,1050,6,,
18,Gadag,850,841,0,,
19,Hassan,2902,2644,0,,
20,Haveri,1497,1345,25,,
21,Kalaburagi,1783,1270,1,,
22,Kodagu,1006,1002,1,,
23,Kolar,1899,2118,38,,
24,KGF,922,910,3,,
25,Koppal,734,912,0,,
26,Mandya,3193,2888,18,,
27,Mysuru,3646,4070,21,,
28,Raichur,1410,1275,12,,
29,Ramanagara,2594,2220,1,,
30,Shivamogga,2837,3283,42,,
31,Tumakuru,3552,3501,33,,
32,Udupi,1879,1770,0,,
33,Uttara Kannada,2784,2810,1,,
34,VijayaNagara,981,930,13,EEExxxipptoo,rrtt ttoo EPxDcFel
35,Vijayapura,2461,2483,3,,
36,Yadgir,864,526,97,,
,Total,109259,103397,1320,,
