"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/10/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,271,12,1,258,0,5,14,2,223,7,6,1,0,294,7,3,284,0,2,6,0,229,39,7,1,0,240,4,0,236,0,0,2,0,94,138,2,0,0
Cow Slaughter,408,3,2,403,0,9,7,1,362,7,15,2,0,264,6,4,254,0,5,0,1,237,7,3,1,0,207,1,2,204,0,0,0,0,88,112,4,0,0
Animal Sacrifice Act,460,20,2,438,0,27,8,3,367,2,30,1,0,347,17,1,329,0,32,2,0,261,10,23,1,0,269,6,1,262,0,8,1,0,117,129,7,0,0
P.I.T Act,243,3,0,240,0,4,1,1,230,3,1,0,0,313,2,1,310,0,2,0,0,262,44,1,1,0,251,1,0,250,0,0,0,0,104,146,0,0,0
POCSO,3207,56,97,3054,0,122,1236,5,1628,6,10,27,20,3891,53,173,3665,0,54,817,1,2727,17,13,24,12,3292,26,155,3111,0,0,81,1,2313,696,6,8,6
K.P Act,460,6,1,453,0,209,7,2,216,1,4,11,3,1310,207,1,1102,0,353,12,5,702,11,5,13,1,479,27,0,452,0,70,4,1,286,89,0,2,0
E.C Act,817,26,2,789,0,5,17,0,687,28,11,39,2,492,9,1,482,0,3,4,0,364,91,2,18,0,377,5,0,372,0,0,0,0,117,253,0,2,0
SC/ST/Act,2137,392,121,1624,1,10,272,3,1247,57,4,25,6,2149,384,40,1725,1,2,68,1,1533,85,8,22,6,1813,204,35,1574,0,1,4,1,1109,456,0,2,1
Explosive Act,62,4,1,57,0,10,1,0,32,4,9,1,0,270,2,0,268,0,45,0,2,174,38,4,5,0,115,0,0,115,0,0,0,0,9,104,2,0,0
N.D.P.S AcT,6406,14,3,6389,0,2579,96,23,3648,8,13,16,6,6764,16,0,6748,0,2590,73,30,3951,82,9,7,6,3111,2,3,3106,0,509,6,1,1669,913,7,1,0
TADA Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCR Act,4,1,0,3,0,0,0,0,3,0,0,0,0,13,0,0,13,0,0,1,0,9,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0
R.P.Act,6,2,0,4,0,0,0,0,2,1,0,1,0,338,57,7,274,0,74,1,2,168,4,18,6,1,121,10,0,111,0,8,0,0,47,49,7,0,0
Children Act,356,38,14,304,0,26,23,2,244,4,1,3,1,368,68,14,286,0,28,9,1,223,17,5,3,0,344,26,13,305,0,6,0,0,134,161,3,1,0
Sati Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinema Autography Act,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0
Gambling Act,13045,1,0,13044,0,8233,249,119,4351,5,1,68,18,13664,8,2,13654,0,7431,121,150,5886,24,1,32,9,9564,0,2,9562,0,2341,32,51,5634,1490,1,10,3
Excise Act,8865,0,0,8865,0,4543,544,84,3585,1,2,51,55,9332,3,1,9328,0,3319,276,95,5509,20,35,29,45,5902,1,0,5901,0,1035,23,30,3640,1151,8,7,7
D.P Act,2238,213,52,1973,0,1,276,16,1546,62,0,69,3,2321,183,51,2087,0,0,109,2,1631,324,0,20,1,1593,52,36,1505,0,0,5,0,538,960,0,2,0
Other Special and Local Laws,14478,289,20,14169,0,445,65,2392,1669,656,8888,46,8,25615,343,45,25227,0,1165,43,2430,3177,7715,10650,41,6,21755,107,21,21627,0,477,9,228,1556,17137,2213,7,0
Sub Total - PART-III,53464,1081,316,52067,1,16228,2816,2653,20040,852,8995,361,122,67745,1365,344,66036,1,15105,1542,2720,27043,8531,10784,224,87,49437,472,268,48697,0,4455,167,313,17455,23988,2260,42,17
PART-IV (Cr.PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107 Cr.p.C,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109 Cr.p.c,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110 Cr.P.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145 CR.P.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151 CR.p.c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
