"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/08/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1368,87,34,1247,0,27,73,0,1033,20,42,2,50,1294,52,30,1212,1,7,18,0,1058,73,20,0,36,816,9,14,793,0,0,1,0,446,340,0,0,
Attempt to murder,2830,173,8,2649,0,18,228,14,2302,29,20,23,15,2798,146,12,2640,0,7,53,4,2205,334,16,10,11,1929,24,8,1897,0,1,1,1,635,1253,0,4,
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,69,3,1,2,2,82,8,1,73,0,1,1,0,58,8,0,0,5,84,1,0,83,0,1,0,0,26,54,0,0,
Dacoity,217,19,4,194,0,0,5,0,168,3,18,0,0,179,13,3,163,0,0,0,0,126,32,4,1,0,115,2,2,111,0,0,0,0,32,79,0,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,7,0,286,0,0,0,0,135,0,0,135,0,0,0,0,131,4,0,0,0,93,0,0,93,0,0,0,0,48,45,0,0,
Robbery,1067,52,11,1004,0,2,39,7,756,9,184,6,1,1243,40,20,1183,0,1,9,1,793,204,174,0,1,793,13,6,774,0,0,0,1,218,548,6,1,
Chain Snatching,669,3,8,658,0,2,16,1,444,6,188,1,0,639,6,4,629,0,1,3,0,365,134,126,0,0,460,4,5,451,0,0,0,0,96,353,2,0,
H.B.T by day,990,33,0,957,0,7,18,1,434,10,482,2,3,1175,36,0,1139,0,7,10,1,421,194,505,1,0,749,7,0,742,0,1,0,0,114,550,77,0,
H.B.T by night,4436,49,3,4384,0,39,64,3,1621,51,2597,2,7,4865,41,2,4822,0,10,16,3,1463,765,2558,6,1,2975,7,0,2968,0,0,0,0,304,2270,392,2,
House theft,1297,68,1,1228,0,7,21,8,421,1,768,1,1,2152,116,1,2035,0,4,8,3,541,131,1344,3,1,1291,33,2,1256,0,2,0,2,129,851,271,1,
Ordinary Theft,19447,559,305,18583,0,591,283,2295,4416,62,10746,170,20,22604,871,271,21462,2,462,124,1390,4986,1401,13022,66,11,14136,318,183,13635,0,49,32,154,1864,8534,2983,19,
Cattle thefts,478,8,1,469,0,6,14,35,178,5,224,3,4,424,12,2,410,0,6,3,21,139,37,203,1,0,347,2,1,344,0,0,0,0,63,247,34,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,
Cheating,6413,2083,157,4173,1,11,39,93,2273,988,662,83,24,6934,1660,126,5148,0,7,9,39,1606,2911,506,68,2,4568,357,62,4149,0,0,1,4,258,3801,78,7,
Cr.Br.Trust,460,131,9,320,0,0,1,4,174,112,18,8,3,506,106,6,394,0,0,1,0,100,274,17,2,0,384,29,4,351,0,0,0,0,16,333,2,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,0,16,0,0,27,0,0,27,0,0,0,0,8,1,18,0,0,25,0,0,25,0,0,0,0,8,15,2,0,
Sub Total - PART-I,40092,3277,543,36272,1,713,811,2461,14588,1299,15966,304,130,45060,3107,479,41474,3,513,255,1462,14001,6504,18513,158,68,28766,806,287,27673,0,54,35,162,4258,19273,3847,34,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11327,90,19,11218,0,468,802,20,7514,16,1023,13,1362,12038,89,34,11915,0,282,175,4,8920,383,976,12,1163,7845,29,9,7807,0,29,9,0,3246,4093,113,3,
"279,337,338 IPC",28895,234,20,28641,0,18333,404,442,8134,42,1076,111,99,31767,215,13,31539,0,16179,161,336,13005,475,1256,70,57,21268,79,7,21182,0,3259,27,60,8890,8649,287,2,
Rioting,3929,415,9,3505,0,24,468,80,2822,54,46,9,2,3905,332,7,3566,0,7,129,19,3036,340,29,5,1,2483,83,2,2398,0,1,3,3,781,1604,6,0,
Hurts,15376,872,21,14483,0,122,2465,553,10949,82,213,49,50,17458,1063,31,16364,0,88,955,315,13927,737,295,28,19,11832,361,17,11454,0,13,32,31,5426,5891,57,3,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,6,1,0,5,0,0,0,0,5,0,0,0,
Kidnapping,3234,2850,42,342,0,0,44,1,195,65,29,4,2,3660,3162,32,466,0,0,11,2,176,257,13,7,0,2782,1617,16,1149,0,0,0,0,62,1083,2,2,
304(B) IPC,161,17,1,143,0,1,17,0,123,2,0,0,0,158,8,2,148,0,0,3,0,139,6,0,0,0,76,0,2,74,0,0,0,0,45,29,0,0,
