"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 28/02/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1349,62,28,1260,0,5,38,0,1073,64,38,2,40,1376,38,32,1306,0,0,5,0,1034,237,1,3,26,227,0,2,225,0,0,0,0,4,221,0,0,
Attempt to murder,2458,150,9,2299,0,7,60,7,2064,106,34,5,16,2912,90,7,2815,0,0,17,4,1588,1190,7,9,0,467,1,0,466,0,0,0,0,5,461,0,0,
C.H.Not Amounting to murder,88,8,0,80,0,0,4,0,67,8,0,0,1,91,7,1,83,0,0,0,0,45,38,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,
Dacoity,179,18,3,158,0,0,1,0,125,23,9,0,0,224,10,4,210,0,0,0,0,114,95,1,0,0,27,0,0,27,0,0,0,0,1,26,0,0,
Preparation And Assembly For Dacoity,389,0,0,389,0,1,3,0,379,5,1,0,0,290,0,0,290,0,0,1,0,246,43,0,0,0,23,0,0,23,0,0,0,0,3,20,0,0,
Robbery,980,29,22,929,0,1,10,1,695,79,142,0,1,1072,23,10,1039,0,1,1,1,552,459,23,2,0,167,0,0,167,0,0,0,0,7,160,0,0,
Chain Snatching,664,13,5,646,0,1,5,0,449,58,133,0,0,667,3,8,656,0,0,0,1,332,298,24,1,0,103,1,0,102,0,0,0,0,4,98,0,0,
H.B.T by day,804,26,2,776,0,7,8,1,364,52,341,1,2,993,24,0,969,0,0,2,0,266,545,154,2,0,150,0,0,150,0,0,0,0,2,148,0,0,
H.B.T by night,4015,39,3,3973,0,25,20,6,1518,292,2106,2,4,4434,25,4,4405,0,3,3,1,984,2491,922,1,0,743,0,0,743,0,0,0,0,5,738,0,0,
House theft,914,51,2,861,0,2,9,5,372,27,443,2,1,1293,54,1,1238,0,2,2,1,291,545,396,1,0,254,1,0,253,0,0,0,0,8,245,0,0,
Ordinary Theft,15909,366,199,15344,0,292,190,1516,4385,402,8437,110,12,19460,377,281,18802,0,133,64,822,4222,7157,6324,78,2,2957,17,18,2922,0,1,0,4,51,2864,1,1,
