Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
67,Concealment of birth by secret disposal of Child,,,,
,Girl,11,2,1,1
,Boy,29,2,2,3
,Sub Total,40,4,3,4
68,"ASSAULT OR USE OF CRIMINAL FORCE TO
DISROBE WOMEN",11,2,2,1
69,"Disobedience to Order Promulgated by
Public/Servant",,,,
,By Others,13,0,1,0
,By Private Institution,12,2,0,0
,By Govt. Institution,1,0,1,0
,Sub Total,26,2,2,0
70,Human Trafficking,,,,
,Eunuch,7,0,1,0
,Men,0,0,0,0
,Boy,1,0,0,0
,Women,4,0,1,1
,Girl,2,0,0,0
,Sub Total,14,0,2,1
71,Aadhaar Act,,,,
,Impersonation,1,0,0,0
,Offence by Company,0,0,0,0
,Offence by individual,1,0,0,1
,Sub Total,2,0,0,1
72,"Giving false information respecting an offence
com",,,,
,"Giving false information respecting an offence
committed",3,0,1,0
,Sub Total,3,0,1,0
,Total Cognizable Crime Under IPC,125470,11589,10539,10669
,,,,,
,B - SPECIAL & LOCAL LAWS,,,,
1,ANTIQUES (CULTURAL PROPERTY),,,,
,Antiques & Art Treasures Act 1972,0,0,0,0
,"Ancient Monument & Archaelogical Sites And
Remains Act 1958",4,0,0,0
,Sub Total,4,0,0,0
2,ARMS ACT 1959,,,,
,"Country Made - Non Prohibited Bore - In
Disturbed Area",18,2,0,0
,"Country Made - Non Prohibited Bore - In Other
Area",94,15,2,5
,"Country Made - Prohibited Bore - In Disturbed
Area",15,1,4,2
,Country Made - Prohibited Bore - In Other Area,72,9,8,5
,"Factory Made - Non Prohibited Bore - In Disturbed
Area",5,0,1,1
,Factory Made - Non Prohibited Bore - In Other Area,25,0,1,4
,Factory Made - Prohibited Bore - In Disturbed Area,3,0,0,0
,Factory Made - Prohibited Bore - In Other Area,29,2,1,4
,Sub Total,261,29,17,21
3,ANIMAL,,,,
,"The Karnataka Prevention of Slaughter and
Preservation of Cattle Ordinance 2020",135,12,13,10
,Wild Life Preservation Act 1972,0,0,0,0
,Wild Life Protection Act 1972,2,0,0,0
,Prevention of Cruelty to Animals Act 1960,152,10,12,16
,Elephant (Preservation) Act 1879,0,0,0,0
,Cattle Tresspass Act 1871,3,0,0,0
,Sub Total,292,22,25,26
4,CINEMATOGRAPHY ACT 1952,,,,
,Films,2,0,0,0
,Video,0,0,0,0
,Sub Total,2,0,0,0
