Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",5,0,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),65,8,3,6
4,Kidnapping & Abduction of Children,3886,283,372,380
4.1,For Ransom - of Children,8,1,1,1
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,0,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,4,0,2,0
4.6,Procuration of Minor Girls - For Prostitution,1,0,1,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,15,1,2,1
,Sub Total,3914,285,378,382
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,197,10,10,17
7,POCSO Act,4555,346,371,388
8,Death of Children due to miscarriage,15,1,0,0
9,Juvenile Justice Act,151,15,12,19
10,Child Labour (Pro.& Reg.) Act,78,3,8,1
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),8980,668,782,813
