Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,1,3,1,0
15,FOREST,,,,
,Indian Forest Act 1927,2,0,2,0
,Forest (Conservation) Act 1980,4,0,1,0
,Sub Total,6,0,3,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,79,11,28,10
,Un-Organised,33,8,12,2
,Sub Total,112,19,40,12
18,BONDED LABOUR SYSTEM,0,0,0,0
19,INDIAN MOTOR VEHICLE,32,0,9,10
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,434,246,143,78
,Synthetic,710,224,227,139
,Sub Total,1144,470,370,217
21,PASSPORT ACT,,,,
,Foreigner,1,0,0,1
,Indian,1,1,1,0
,Sub Total,2,1,1,1
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,3,133,1,2
,Parliament,76,0,9,67
,Other Elected Bodies,6,7,1,3
,Sub Total,85,140,11,72
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),1763,264,494,293
,Street Gambling (87),2193,361,555,717
,House Gambling (79 & 80),75,17,22,19
,Betting,244,175,56,171
,Others,257,314,105,48
,Sub Total,4532,1131,1232,1248
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",53,10,15,11
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",0,0,0,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,0,0,0,0
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,0,0,0,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,4,0,3,1
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,660,166,151,138
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",0,0,0,0
,Sub Total,660,166,151,138
31,INDIAN LUNACY ACT,0,0,0,0
