"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 31/08/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1344,66,28,1251,0,15,83,0,1015,39,49,2,48,1377,67,33,1277,0,1,20,0,1118,85,13,1,39,883,10,20,853,0,0,0,0,484,356,0,0,
Attempt to murder,2444,151,9,2284,0,14,133,8,2028,39,35,7,20,2855,144,8,2703,0,7,53,8,2185,419,14,13,4,1955,41,4,1910,0,0,0,0,579,1326,0,3,
C.H.Not Amounting to murder,88,8,0,80,0,0,9,0,65,4,0,0,2,93,10,2,81,0,1,1,0,60,17,0,0,2,48,2,0,46,0,0,0,0,8,37,0,0,
Dacoity,180,19,3,158,0,0,4,0,131,12,11,0,0,218,17,4,197,0,0,0,0,146,42,9,0,0,115,2,3,110,0,0,0,0,38,72,0,0,
Preparation And Assembly For Dacoity,389,0,0,389,0,1,4,0,382,1,1,0,0,293,0,0,293,0,0,3,0,279,11,0,0,0,87,0,0,87,0,0,0,0,49,38,0,0,
Robbery,978,34,22,922,0,3,22,1,700,24,170,0,2,1069,44,11,1014,0,1,12,4,723,155,115,4,0,819,8,11,800,0,0,0,0,204,588,8,0,
Chain Snatching,664,13,5,646,0,2,11,0,456,14,163,0,0,669,3,8,658,0,1,3,1,426,122,104,1,0,396,2,3,391,0,0,0,0,92,299,0,0,
H.B.T by day,805,26,2,777,0,9,14,1,379,19,352,1,2,990,30,0,960,0,3,3,0,396,163,393,2,0,796,12,0,784,0,0,0,0,101,644,39,0,
H.B.T by night,4015,40,3,3972,0,38,38,6,1541,86,2257,2,4,4437,41,3,4393,0,19,9,2,1446,756,2156,2,3,3130,10,0,3120,0,0,2,0,291,2542,284,1,
House theft,914,52,2,860,0,5,12,6,370,8,455,3,1,1293,64,1,1228,0,4,7,4,399,75,738,1,0,1380,32,0,1348,0,0,0,0,180,926,240,2,
Ordinary Theft,15909,379,198,15332,0,410,259,1744,4111,92,8573,122,21,19460,502,298,18660,0,262,113,1399,5155,1284,10309,127,11,14601,285,156,14160,0,61,9,143,1690,9637,2604,14,
Cattle thefts,412,5,3,404,0,4,6,24,175,8,185,2,0,478,8,1,469,0,0,5,20,171,60,209,2,2,271,2,2,267,0,0,0,2,29,212,24,0,
Receiving stolen Property,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,5422,1626,156,3640,0,12,16,78,1982,948,505,85,14,6409,1522,149,4738,1,9,14,41,1535,2616,472,42,9,4445,355,63,4027,0,0,1,3,217,3743,52,11,
Cr.Br.Trust,478,138,8,332,0,0,1,5,179,123,15,9,0,461,95,7,359,0,0,0,2,107,235,8,6,1,319,24,2,293,0,0,0,0,14,279,0,0,
C.C.Notes,33,0,0,33,0,0,0,0,16,2,14,1,0,29,0,0,29,0,0,0,0,9,10,10,0,0,18,0,1,17,0,0,0,0,3,13,1,0,
Sub Total - PART-I,34076,2557,439,31081,0,513,612,1873,13531,1419,12785,234,114,40133,2547,525,37061,1,309,243,1481,14155,6050,14550,202,71,29264,785,265,28214,0,61,12,148,3979,20713,3252,31,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",9869,98,18,9753,2,375,614,14,6747,20,853,12,1118,11314,79,19,11216,2,241,170,11,8370,523,884,10,1007,7789,22,22,7745,0,19,6,0,2991,4331,130,4,
"279,337,338 IPC",25197,199,18,24980,0,15040,297,276,8357,36,834,57,83,28909,214,20,28675,0,13106,196,267,13212,792,981,64,57,21073,51,10,21012,0,2895,17,65,8748,9050,226,4,
Rioting,3972,360,5,3607,2,15,419,68,3022,44,25,11,3,3929,345,9,3575,0,10,121,43,2818,548,29,4,2,2603,75,1,2527,0,0,5,5,735,1779,3,0,
Hurts,13334,681,16,12638,1,104,1769,433,10027,51,189,34,31,15356,793,21,14542,0,58,756,294,12380,826,182,25,21,11506,293,12,11201,0,9,30,43,5008,6054,52,3,
Acid Attack (326(a)),2,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,6,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,
Kidnapping,2768,2402,40,326,1,3,28,1,179,82,31,1,1,3257,2754,39,464,0,0,13,1,194,230,20,3,1,2458,1326,14,1118,0,0,1,0,52,1061,3,1,
304(B) IPC,157,5,0,152,0,0,16,0,135,0,0,0,1,161,13,1,147,0,0,1,0,136,10,0,0,0,97,3,1,93,0,0,0,0,45,48,0,0,
498 (A) IPC,2281,215,61,2005,0,5,279,19,1653,26,0,15,8,2789,213,57,2519,0,5,91,11,2159,242,0,6,5,2062,65,29,1968,0,0,2,0,663,1301,0,2,
354 IPC Molestation,4914,410,26,4479,0,14,428,37,3911,46,22,10,11,5865,489,24,5352,1,6,188,17,4556,541,30,9,5,4254,138,13,4103,0,0,2,6,1338,2746,7,3,
Rape,557,27,29,501,0,1,47,0,433,4,4,10,2,537,41,30,466,0,0,11,0,409,42,0,4,0,389,9,20,360,0,0,0,0,174,185,0,1,
353 IPC,1111,48,3,1060,0,23,40,1,928,30,32,4,2,992,38,0,954,0,11,5,1,777,150,5,3,2,660,9,2,649,0,2,0,0,233,411,0,3,
Other IPC,15772,1268,53,14451,0,5228,414,361,7366,389,549,90,54,14123,1238,79,12807,0,4229,120,280,5947,1616,540,49,26,15864,406,35,15423,0,3817,9,96,5203,6185,106,3,
Sub Total - PART-II,79934,5714,269,73953,6,20808,4351,1210,42758,728,2540,244,1314,87239,6218,299,80723,3,17666,1672,925,50964,5520,2671,177,1126,68757,2397,159,66201,0,6742,72,215,25191,33152,527,24,
