"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 31/01/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Rioting,3968,341,5,3622,2,8,204,39,3166,168,25,9,3,3949,180,7,3762,0,5,30,8,1820,1888,10,1,0,281,0,0,281,0,0,0,0,0,281,0,0,
Hurts,13317,659,17,12642,1,61,921,298,10921,215,184,21,21,15275,495,18,14762,0,20,188,124,9437,4891,84,10,8,1280,3,2,1275,0,0,0,0,13,1262,0,0,
Acid Attack (326(a)),2,1,0,1,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kidnapping,2781,2373,39,369,1,2,15,1,185,141,24,1,0,3326,2329,32,965,0,1,4,1,154,792,10,2,1,312,23,2,287,0,0,0,0,0,287,0,0,
304(B) IPC,157,5,0,152,0,0,4,0,144,3,0,0,1,162,6,1,155,0,0,0,0,112,43,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,
498 (A) IPC,2289,210,60,2019,0,2,148,13,1789,52,0,9,6,2795,119,52,2624,0,1,24,3,1467,1125,0,2,2,215,1,1,213,0,0,0,0,1,212,0,0,
354 IPC Molestation,4913,397,26,4491,0,9,208,26,4056,153,20,10,9,5857,280,24,5553,1,0,38,9,3076,2408,17,5,0,458,3,0,455,0,0,0,0,2,453,0,0,
Rape,559,25,29,505,0,0,17,0,455,22,3,6,2,538,24,31,483,0,0,0,0,327,155,0,1,0,29,0,1,28,0,0,0,0,0,28,0,0,
353 IPC,1111,45,3,1063,0,12,16,0,940,60,30,3,2,994,16,0,978,0,4,1,1,484,486,1,0,1,78,0,0,78,0,0,0,0,1,77,0,0,
Other IPC,15760,1136,52,14572,0,4634,205,272,8064,800,502,55,40,14089,662,64,13364,0,2579,37,154,5566,4767,226,25,10,1495,0,2,1493,0,34,0,0,268,1191,0,0,
Sub Total - PART-II,79920,5479,266,74177,5,18040,2216,883,47341,2003,2404,147,1143,87220,4290,265,82666,2,9392,436,446,41383,29193,1113,57,646,8016,32,9,7975,0,36,0,0,323,7616,0,0,
