"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/07/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Ordinary Theft,19446,555,305,18586,0,551,277,2221,4524,74,10751,168,20,22608,841,270,21497,2,411,99,1250,5040,1939,12685,62,11,12549,253,162,12134,0,33,8,121,1459,8441,2055,17,
Cattle thefts,478,8,1,469,0,5,13,32,181,8,224,3,3,424,11,2,411,0,6,2,21,132,55,194,1,0,289,0,1,288,0,0,0,0,47,216,25,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,
Cheating,6412,2047,157,4208,1,10,37,86,2244,1074,657,78,22,6932,1535,125,5272,0,7,8,35,1471,3213,474,62,2,4050,261,50,3739,0,0,1,2,162,3515,55,4,
Cr.Br.Trust,460,130,8,322,0,0,1,4,168,120,18,8,3,506,94,6,406,0,0,1,0,90,296,17,2,0,327,21,4,302,0,0,0,0,11,289,2,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,1,15,0,0,27,0,0,27,0,0,0,0,8,1,18,0,0,21,0,0,21,0,0,0,0,5,16,0,0,
Sub Total - PART-I,40092,3236,542,36314,1,663,766,2376,14692,1434,15965,295,123,45065,2919,476,41670,3,452,214,1317,13719,7901,17858,146,63,25488,607,247,24634,0,36,10,126,3193,18597,2638,27,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11327,90,19,11218,0,453,724,20,7640,19,1022,13,1327,12034,85,34,11915,0,251,142,2,8908,555,927,11,1119,6954,21,6,6927,0,18,3,0,2480,4137,65,1,
"279,337,338 IPC",28895,233,20,28642,0,17962,388,427,8542,44,1076,108,95,31771,212,13,31546,0,15382,149,296,13714,665,1223,67,50,18756,58,5,18693,0,2343,21,46,7517,8553,205,3,
Rioting,3930,413,9,3508,0,23,436,75,2857,62,45,8,2,3904,312,7,3585,0,5,106,17,2972,452,28,4,1,2257,56,2,2199,0,0,1,2,545,1646,5,0,
Hurts,15374,872,21,14481,0,118,2302,539,11130,82,213,48,49,17453,1036,31,16386,0,79,799,290,13873,1029,277,23,16,10557,257,13,10287,0,8,18,14,4165,6045,34,2,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,3,3,0,0,
Kidnapping,3242,2845,42,355,0,0,43,1,199,74,30,4,2,3671,3108,31,532,0,0,10,2,170,332,12,6,0,2430,1260,13,1157,0,0,0,0,45,1107,4,1,
304(B) IPC,161,17,1,143,0,1,16,0,124,2,0,0,0,158,8,2,148,0,0,3,0,138,7,0,0,0,65,0,2,63,0,0,0,0,35,28,0,0,
498 (A) IPC,2785,250,58,2477,0,7,350,23,2001,55,0,29,12,2971,280,61,2630,0,3,113,3,2187,303,1,14,6,1880,52,25,1803,0,0,2,0,543,1256,0,1,
354 IPC Molestation,5860,551,24,5285,1,20,626,44,4455,73,38,13,16,6493,555,31,5907,0,11,159,23,5026,608,56,16,8,4076,143,13,3920,0,0,3,5,1153,2746,7,5,
Rape,537,47,30,460,0,3,49,1,380,16,1,10,0,605,36,37,532,0,0,10,1,453,61,0,6,1,389,10,28,351,0,0,0,0,126,225,0,0,
353 IPC,993,50,0,943,0,23,37,3,838,23,12,3,4,1005,35,4,966,0,12,5,0,805,126,10,6,2,562,6,2,554,0,0,0,0,186,367,0,0,
Other IPC,14137,1501,78,12559,0,4840,406,422,5616,475,658,94,48,21477,1578,79,19820,0,9514,145,255,7171,2011,648,57,19,9466,252,40,9174,0,1692,4,12,2731,4642,82,7,
Sub Total - PART-II,87248,6870,302,80077,1,23450,5378,1555,43787,925,3095,330,1555,101544,7245,330,93969,0,25257,1641,889,55419,6149,3182,210,1222,57398,2115,149,55134,0,4061,52,79,19529,30755,402,20,
