"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/07/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1369,87,34,1248,0,22,68,0,1044,22,41,2,49,1295,44,30,1221,1,5,17,0,1058,91,15,0,35,720,5,13,702,0,0,1,0,346,350,0,0,
Attempt to murder,2830,173,8,2649,0,17,208,14,2317,37,20,21,15,2803,143,12,2648,0,4,48,4,2149,410,16,8,9,1710,16,4,1690,0,0,0,1,454,1232,0,3,
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,68,4,1,2,2,81,8,1,72,0,1,1,0,55,11,0,0,4,70,0,0,70,0,1,0,0,19,48,0,0,
Dacoity,216,19,4,193,0,0,4,0,167,4,18,0,0,179,12,3,164,0,0,0,0,122,38,3,1,0,103,0,2,101,0,0,0,0,21,80,0,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,7,0,285,1,0,0,0,135,0,0,135,0,0,0,0,128,7,0,0,0,80,0,0,80,0,0,0,0,33,47,0,0,
Robbery,1069,52,11,1006,0,2,38,7,756,13,183,6,1,1245,37,20,1188,0,1,9,1,769,254,154,0,0,733,9,5,719,0,0,0,1,177,539,1,1,
Chain Snatching,669,3,8,658,0,2,16,1,443,7,188,1,0,637,6,4,627,0,1,2,0,350,173,101,0,0,406,3,4,399,0,0,0,0,68,331,0,0,
H.B.T by day,990,33,0,957,0,7,15,1,437,10,483,2,2,1175,35,0,1140,0,5,10,1,411,242,470,1,0,638,6,0,632,0,1,0,0,74,504,52,1,
H.B.T by night,4436,49,3,4384,0,37,59,3,1624,55,2598,2,6,4863,39,2,4822,0,7,11,3,1407,982,2405,6,1,2648,6,0,2642,0,0,0,0,220,2157,264,1,
House theft,1297,68,1,1228,0,7,20,7,421,4,768,1,0,2153,114,1,2038,0,4,6,2,528,189,1305,3,1,1143,27,2,1114,0,1,0,1,96,832,184,0,
