Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
7,"KIDNAPPING AND ABDUCTION (Sec.360, 361,
363 to 369 IPC/137(1)(A),137(1)(B),137(2),140
TO 142,97 BNS)",,,,
,Missing - Boy,265,78,80,66
,Missing - Girl,740,230,216,292
,For Ransom - of Children,3,0,0,2
,For Ransom - of Cildren for Begging,0,0,0,0
,For Ransom - of Women,0,0,0,0
,For Ransom - of Girls for Immoral Purpose,1,0,1,0
,For Ransom - of Others,11,5,4,2
,Procuration of Minor Girls - For Prostitution,0,0,0,0
,Procuration of Minor Girls - Importring of Girl,0,0,0,0
,Procuration of Minor Girls - For other Purpose,0,3,0,0
,Espionage,0,0,0,0
,Intent to Steal From Child,0,0,0,0
,Murder (Homicide),0,0,0,0
,Obtain Signature Forcibly,1,0,1,0
,Recovering Loan,1,1,1,0
,Settling any Disputes,0,0,0,0
,Unnatural Lust / Illicit Intercourse,0,0,0,0
,Wrongful Confinement,7,1,2,3
,For Exporting,0,0,0,0
,From Lawful Guardianship,1,1,1,0
,For Camel Racing Etc.,0,0,0,0
,To Compel For Marriage,1,1,1,0
,For Slavery,0,0,0,0
,For Stealing From its Person,0,0,0,0
,Others,94,34,26,38
,Sub Total,1125,354,333,403
8,"DACOITY (Sec. 395 to 398
IPC/310(2),310(4),311,312 BNS)",,,,
,At ATM,0,0,0,0
,At Residential Premises,6,3,2,3
,On Highways,8,1,2,3
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,1,2,1,0
,On Other Roads,7,3,1,5
,In Other Places,15,5,7,7
,River & Sea,0,0,0,0
,Sub Total,37,14,13,18
8a,Preparation And Assembly for Dacoity,7,2,3,1
9,"Robbery (Sec.392 to 394
IPC/309(4),309(5),309(6) BNS)",,,,
,At ATM,0,0,0,0
,At Residential Premises,28,8,7,11
,On Highways,15,7,1,6
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,15,3,3,2
,In Other Places,109,25,38,39
,Chain Snatching,98,36,33,38
,Attempt to Commit,14,3,3,6
,Sub Total,279,82,85,102
10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8),334(2)
BNS)",,,,
,At Residential Premises,586,164,200,162
,On Highways,1,0,1,0
,In Trains,0,0,0,0
,At Banks,11,1,5,1
,At Commercial Places / Establishments,131,52,43,40
,In Other Places,77,55,25,21
,Temple Theft,112,20,21,43
,Sub Total,918,292,295,267
