"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/01/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1370,83,33,1254,0,5,48,0,1083,36,35,2,45,1297,30,29,1238,0,2,6,0,899,305,2,0,24,81,0,0,81,0,0,0,0,0,81,0,0,
Attempt to murder,2830,168,7,2655,0,9,114,12,2352,120,20,17,11,2846,100,13,2733,0,1,14,2,1484,1214,5,6,7,223,0,0,223,0,0,0,0,0,223,0,0,
C.H.Not Amounting to murder,95,11,2,82,0,1,3,0,66,8,1,1,2,73,5,1,67,0,0,1,0,36,29,0,0,1,10,0,0,10,0,0,0,0,0,10,0,0,
Dacoity,217,19,4,194,0,0,4,0,162,14,14,0,0,181,6,3,172,0,0,0,0,83,88,0,1,0,18,0,1,17,0,0,0,0,0,17,0,0,
"Preparation And Assembly For
Dacoity",294,0,0,294,0,0,5,0,288,1,0,0,0,135,0,0,135,0,0,0,0,108,27,0,0,0,11,0,0,11,0,0,0,0,0,11,0,0,
Robbery,1069,51,11,1007,0,2,25,6,764,37,168,5,0,1252,29,20,1203,0,0,1,0,559,602,41,0,0,126,1,1,124,0,0,0,0,1,123,0,0,
Chain Snatching,669,3,8,658,0,1,8,1,447,28,172,1,0,637,5,4,628,0,1,1,0,230,358,38,0,0,50,0,0,50,0,0,0,0,0,50,0,0,
H.B.T by day,990,33,0,957,0,7,6,0,435,32,475,2,0,1172,21,0,1151,0,1,2,0,295,620,233,0,0,106,0,0,106,0,0,0,0,0,106,0,0,
H.B.T by night,4436,46,3,4387,0,32,27,2,1619,144,2558,2,3,4864,21,2,4841,0,4,4,1,928,2605,1296,3,0,408,0,0,408,0,0,0,0,1,407,0,0,
House theft,1298,68,1,1229,0,7,13,5,416,18,769,1,0,2154,88,1,2065,0,1,2,1,397,803,858,3,0,163,0,0,163,0,0,0,0,2,161,0,0,
