Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
52,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",,,,
,Dowry,3,0,0,0
,Abetment of Suicide,226,28,27,37
,Other Reasons,176,21,20,22
,Attempt to Commit suicide,48,6,5,6
,Sub Total,453,55,52,65
53,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),,,,
,Abetment,0,0,0,0
,Animal,0,0,0,0
,Attempt,0,0,0,0
,Major - Man,0,0,0,0
,Major - Woman,0,0,0,0
,Minor - Boy,0,0,0,0
,Minor - Girl,0,0,0,0
,Sub Total,0,0,0,0
54,"WRONGFUL RESTRAINT/CONFINEMENT
(Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",,,,
,Attempt to Commit,19,1,4,3
,To Extort Confession,4,0,1,1
,To Extort Property,18,1,1,3
,To settle Dispute,12,2,0,0
,Others,258,35,46,50
,Sub Total,311,39,52,57
55,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",,,,
,Male,2,0,0,0
,Female,3,0,1,1
,Sub Total,5,0,1,1
56,"OFFENCES RELATED TO MARRIAGE (Sec.493
to 498 IPC/81,84 BNS)",26,3,5,3
57,"BUYING & SELLING MINOR FOR PROSTITUTION
(Sec.372, 373 IPC/98,99 BNS)",0,0,0,0
58,"DOCUMENTS & PROPERTY MARKS (Sec.483 to
489 IPC/346-350(2) BNS)",,,,
,Documents,0,1,0,0
,Property,0,1,0,0
,Sub Total,0,2,0,0
59,"DEFAMATION (Sec.500 to 502 IPC/350(2)-
356(4) BNS)",,,,
,Persons,1,0,0,0
,Printed Matter,1,0,1,0
,Others,2,0,1,0
,Sub Total,4,0,2,0
60,"ELECTION(Sec.171(E) to 171(1) IPC/173-177
BNS)",,,,
,Assembly,0,1,0,0
,Parliament,1,0,0,0
,Other Elected Bodies,0,0,0,0
,Sub Total,1,1,0,0
61,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146
BNS)",,,,
,Man,0,0,0,0
,Woman,0,0,0,0
,Boy,3,0,1,1
,Girl,0,0,0,0
,Sub Total,3,0,1,1
62,"Attempting to commit offences (Sec.511 IPC/62
BNS)",,,,
,Attempting to commit offences,129,25,16,13
,Sub Total,129,25,16,13
63,ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),0,0,0,0
64,"FALSE EVIDENCE (Sec.191 to 205 IPC/227-242
BNS)",5,0,1,1
65,"EXPOSURE AND ABANDONMENT OF CHILD
(Sec.317 IPC/93 BNS)",,,,
,Boy,17,4,1,2
,Girl,20,3,3,5
,Sub Total,37,7,4,7
66,OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),12,1,4,1
67,"FAILURE TO APPEAR TO COURT (Sec.174A,
229A IPC/209,269 BNS)",,,,
,IPC 174 A/BNS 209,304,10,31,18
,IPC 229 A/BNS 269,845,22,109,62
,Sub Total,1149,32,140,80
