"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 30/06/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Cattle thefts,412,5,3,404,0,4,4,21,179,15,179,2,0,478,8,1,469,0,0,5,9,170,117,164,2,2,152,0,0,152,0,0,0,0,7,138,7,0,
Receiving stolen Property,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,5423,1532,153,3738,0,11,10,68,1907,1168,481,81,12,6407,1299,152,4956,1,8,8,25,1263,3288,322,36,6,2933,152,34,2747,0,0,0,0,90,2638,13,6,
Cr.Br.Trust,478,130,9,339,0,0,1,5,168,141,15,9,0,462,77,7,378,0,0,0,1,96,270,6,5,0,224,4,0,220,0,0,0,0,9,211,0,0,
C.C.Notes,33,0,0,33,0,0,0,0,17,2,14,0,0,29,0,0,29,0,0,0,0,9,11,9,0,0,14,0,1,13,0,0,0,0,3,10,0,0,
Sub Total - PART-I,34085,2442,438,31206,0,408,458,1700,13769,1897,12654,223,97,40152,2169,525,37458,1,213,164,1069,13268,10227,12296,168,53,19515,332,132,19051,0,5,2,10,1868,15904,1245,13,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",9867,95,18,9754,2,327,451,12,7001,63,831,11,1058,11309,71,19,11219,2,175,109,6,7959,1458,644,9,859,5984,9,14,5961,0,5,1,0,1161,4684,24,3,
"279,337,338 IPC",25197,198,18,24981,0,14289,225,258,9175,84,828,48,74,28917,193,20,28704,0,10713,126,213,14666,2087,811,50,38,15918,14,5,15899,0,850,4,4,4614,10369,56,0,
Rioting,3972,356,5,3611,2,10,290,49,3153,70,25,11,3,3931,281,9,3641,0,5,70,14,2579,948,22,3,0,1950,28,1,1921,0,0,0,1,242,1678,0,0,
Hurts,13328,674,16,12639,1,77,1325,359,10551,85,189,28,25,15334,698,21,14615,0,38,445,192,11974,1789,147,19,11,8449,114,8,8327,0,2,3,8,2035,6256,21,1,
Acid Attack (326(a)),2,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,6,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,
Kidnapping,2775,2391,39,345,1,3,24,1,186,101,29,1,0,3276,2661,37,578,0,1,11,1,192,352,16,2,1,1774,658,10,1106,0,0,0,0,34,1071,1,0,
304(B) IPC,157,5,0,152,0,0,10,0,140,1,0,0,1,161,9,1,151,0,0,1,0,135,15,0,0,0,67,1,1,65,0,0,0,0,28,37,0,0,
498 (A) IPC,2292,214,60,2018,0,4,226,18,1715,38,0,11,6,2790,180,57,2553,0,4,53,10,2009,467,0,5,5,1429,24,14,1391,0,0,0,0,276,1113,0,2,
354 IPC Molestation,4914,406,26,4483,0,12,328,34,3992,76,20,10,11,5869,418,24,5427,1,1,103,14,4234,1042,26,6,1,3040,55,9,2976,0,0,2,1,504,2466,2,1,
Rape,556,26,29,501,0,1,33,0,446,7,3,9,2,537,39,30,468,0,0,4,0,402,59,0,3,0,291,4,13,274,0,0,0,0,85,188,0,1,
353 IPC,1111,48,3,1060,0,20,25,0,942,36,32,3,2,993,30,0,963,0,9,3,1,695,249,5,0,1,498,4,1,493,0,1,0,0,87,403,0,2,
Other IPC,15764,1220,52,14492,0,4965,297,323,7733,530,532,64,48,14101,1033,74,12995,0,3925,75,221,5829,2467,424,36,18,11374,144,19,11211,0,1618,0,29,3712,5818,31,1,
Sub Total - PART-II,79935,5634,266,74037,6,19708,3234,1054,45034,1091,2490,196,1230,87225,5614,292,81320,3,14871,1000,672,50680,10933,2095,133,934,50776,1055,95,49626,0,2476,10,43,12779,34084,135,11,
PAR (Cr.PC),22159,0,0,22159,8585,336,13238,,,,,,,41376,0,0,41376,17324,452,23600,,,,,,,32325,0,0,32325,19558,123,12644,,,,,,
