"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 29/02/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1370,83,33,1254,0,7,54,0,1074,34,36,2,47,1296,33,30,1233,0,3,7,0,975,216,2,0,30,195,0,4,191,0,0,0,0,0,191,0,0,0
Attempt to murder,2830,169,8,2653,0,10,131,13,2359,91,20,18,11,2831,112,13,2706,0,1,20,2,1675,984,9,8,7,463,2,2,459,0,0,0,0,11,448,0,0,0
C.H.Not Amounting to murder,95,11,2,82,0,1,3,0,67,6,1,2,2,78,6,1,71,0,0,1,0,43,26,0,0,1,22,0,0,22,0,0,0,0,0,22,0,0,0
Dacoity,217,19,4,194,0,0,4,0,166,10,14,0,0,180,8,3,169,0,0,0,0,95,73,0,1,0,36,0,1,35,0,0,0,0,0,35,0,0,0
"Preparation And Assembly For
Dacoity",294,0,0,294,0,0,7,0,286,1,0,0,0,135,0,0,135,0,0,0,0,113,22,0,0,0,21,0,0,21,0,0,0,0,1,20,0,0,0
Robbery,1069,51,11,1007,0,2,25,6,768,28,172,5,1,1252,32,20,1200,0,0,2,0,624,522,52,0,0,234,2,1,231,0,0,0,0,5,226,0,0,0
Chain Snatching,669,3,8,658,0,1,10,1,446,23,176,1,0,636,5,4,627,0,1,1,0,256,323,46,0,0,118,1,0,117,0,0,0,0,1,116,0,0,0
H.B.T by day,990,33,0,957,0,7,7,0,437,25,479,2,0,1171,24,0,1147,0,1,5,0,318,537,286,0,0,204,0,0,204,0,0,0,0,5,199,0,0,0
H.B.T by night,4436,46,3,4387,0,32,38,2,1623,117,2568,2,5,4864,24,2,4838,0,4,4,1,1062,2248,1516,3,0,756,0,0,756,0,0,0,0,9,747,0,0,0
House theft,1298,68,1,1229,0,7,14,5,420,15,767,1,0,2155,94,1,2060,0,2,2,1,426,644,982,3,0,299,0,1,298,0,0,0,0,9,289,0,0,0
Ordinary Theft,19449,546,303,18600,0,476,208,1897,4911,184,10753,154,17,22614,719,267,21628,2,275,48,703,4421,6723,9406,44,8,3577,30,39,3508,0,1,0,2,97,3401,6,1,0
Cattle thefts,478,8,1,469,0,4,10,28,185,11,225,3,3,424,9,2,413,0,3,2,10,104,153,140,1,0,80,0,0,80,0,0,0,0,1,79,0,0,0
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheating,6409,1949,150,4310,1,9,27,68,2071,1430,626,63,16,6922,1074,115,5733,0,3,3,15,949,4456,265,40,2,1239,14,6,1219,0,0,0,0,5,1214,0,0,0
