"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 29/02/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Cr.Br.Trust,461,124,8,329,0,0,1,3,156,145,15,8,1,508,60,7,441,0,0,0,0,53,378,9,1,0,103,1,1,101,0,0,0,0,0,101,0,0,0
C.C.Notes,29,0,0,29,0,0,0,0,13,2,14,0,0,27,0,0,27,0,0,0,0,5,10,12,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0
Sub Total - PART-I,40096,3110,532,36454,1,557,539,2023,14982,2122,15866,262,103,45095,2200,465,42430,2,293,95,732,11119,17316,12726,101,48,7353,50,55,7248,0,1,0,2,144,7094,6,1,0
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11322,89,19,11214,0,386,462,16,8063,49,1017,12,1209,12010,64,32,11914,0,145,60,0,7725,2500,620,8,856,2067,0,1,2066,0,0,0,0,97,1962,0,0,7
"279,337,338 IPC",28900,231,20,28649,0,16381,289,313,10327,92,1066,98,83,31800,157,13,31630,0,10207,69,115,16355,3899,900,58,27,5569,4,0,5565,0,54,1,0,613,4894,2,1,0
Rioting,3930,402,9,3519,0,18,295,62,2965,128,43,6,2,3911,244,7,3660,0,1,38,8,2395,1195,20,3,0,587,5,0,582,0,0,0,0,19,563,0,0,0
Hurts,15371,860,21,14490,0,86,1579,439,11943,151,212,43,37,17408,826,29,16553,0,41,328,166,12374,3430,188,17,9,2830,15,2,2813,0,0,0,0,244,2569,0,0,0
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Kidnapping,3247,2830,42,375,0,0,34,1,207,98,27,4,2,3715,2880,26,809,0,0,4,1,142,648,10,4,0,772,165,2,605,0,0,0,0,1,603,0,1,0
304(B) IPC,162,17,1,144,0,0,7,0,134,3,0,0,0,158,6,1,151,0,0,0,0,123,28,0,0,0,19,0,0,19,0,0,0,0,0,19,0,0,0
498 (A) IPC,2783,247,58,2478,0,6,247,16,2107,69,0,25,8,2974,208,59,2707,0,2,46,1,1773,873,0,8,4,529,1,2,526,0,0,0,0,29,496,0,0,1
354 IPC Molestation,5864,544,24,5296,1,13,423,35,4638,124,38,13,12,6486,436,31,6019,0,5,62,14,4146,1745,30,13,4,1069,7,3,1059,0,0,0,0,52,1007,0,0,0
Rape,538,46,30,462,0,0,34,1,398,21,1,7,0,606,27,37,542,0,0,3,0,409,124,0,5,1,91,1,2,88,0,0,0,0,2,86,0,0,0
353 IPC,993,50,0,943,0,19,17,1,845,45,9,3,4,1005,23,4,978,0,10,0,0,656,301,6,4,1,176,0,0,176,0,0,0,0,7,169,0,0,0
Other IPC,14135,1455,79,12602,0,4654,273,366,5881,669,644,74,41,21491,1207,74,20210,0,8611,54,182,7017,3835,463,40,8,2880,9,12,2859,0,128,0,0,614,2116,1,0,0
Sub Total - PART-II,87252,6772,303,80178,1,21563,3661,1250,47513,1449,3057,285,1398,101566,6078,313,95175,0,19022,664,487,53117,18578,2237,160,910,16590,207,24,16359,0,182,1,0,1678,14485,3,2,8
