Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,7,0,0,6
15,FOREST,,,,
,Indian Forest Act 1927,2,1,0,0
,Forest (Conservation) Act 1980,4,0,0,0
,Sub Total,6,1,0,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,105,15,10,26
,Un-Organised,39,7,2,6
,Sub Total,144,22,12,32
18,BONDED LABOUR SYSTEM,0,1,0,0
19,INDIAN MOTOR VEHICLE,39,1,10,6
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,510,292,79,75
,Synthetic,877,150,138,168
,Sub Total,1387,442,217,243
21,PASSPORT ACT,,,,
,Foreigner,1,0,1,0
,Indian,1,3,0,0
,Sub Total,2,3,1,0
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,3,171,2,0
,Parliament,100,0,67,24
,Other Elected Bodies,10,10,3,4
,Sub Total,113,181,72,28
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),2070,315,293,306
,Street Gambling (87),2605,261,717,412
,House Gambling (79 & 80),95,9,19,20
,Betting,357,73,171,114
,Others,286,55,48,29
,Sub Total,5413,713,1248,881
24,"PREVENTION OF DAMAGE TO PUBLIC
PROPERTY ACT 1984",73,10,11,20
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",0,3,0,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,1,0,0,1
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,1,0,0,1
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,4,0,1,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,859,151,145,188
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",0,1,0,0
,Sub Total,859,152,145,188
31,INDIAN LUNACY ACT,0,0,0,0
