"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/03/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1294,61,30,1203,1,13,55,0,1024,26,45,1,39,1206,46,22,1138,0,0,11,1,1013,88,3,0,22,302,0,5,297,0,0,0,0,17,280,0,0,
Attempt to murder,2777,168,12,2597,0,14,138,8,2310,73,19,15,20,2781,104,13,2664,0,4,20,5,1891,722,6,10,6,858,3,3,852,0,0,0,0,57,793,0,2,
C.H.Not Amounting to murder,82,8,1,73,0,1,3,0,58,4,1,1,5,136,6,0,130,0,3,0,0,77,37,0,1,12,34,0,0,34,0,0,0,0,2,32,0,0,
Dacoity,176,15,3,158,0,0,0,0,140,12,5,1,0,154,10,4,140,0,1,0,0,101,36,2,0,0,39,0,0,39,0,0,0,0,2,37,0,0,
Preparation And Assembly For Dacoity,137,0,0,137,0,0,3,0,131,3,0,0,0,119,0,0,119,0,0,0,0,108,11,0,0,0,16,0,0,16,0,0,0,0,6,10,0,0,
Robbery,1240,43,20,1177,0,4,19,4,859,41,249,0,1,991,28,10,953,0,1,1,3,552,304,89,3,0,151,0,1,150,0,0,0,0,7,143,0,0,
Chain Snatching,639,7,4,628,0,2,7,0,408,28,183,0,0,618,7,7,604,0,0,0,1,334,215,53,1,0,116,0,0,116,0,0,0,0,13,103,0,0,
H.B.T by day,1174,40,0,1134,0,11,19,1,475,40,587,1,0,1133,28,0,1105,0,2,8,1,344,451,298,0,1,248,2,0,246,0,0,0,0,10,234,2,0,
H.B.T by night,4864,44,2,4818,0,17,39,6,1635,160,2949,8,4,4324,29,2,4293,0,2,11,0,1118,1675,1483,4,0,917,0,0,917,0,0,0,0,27,887,3,0,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,233,3,4,226,0,0,0,0,50,133,43,0,0,146,0,0,146,0,0,0,0,8,137,1,0,
