"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/12/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1288,60,30,1198,1,42,133,0,906,12,54,2,49,1201,56,22,1123,0,7,44,4,985,26,22,1,34,1210,21,19,1170,0,2,0,0,766,380,1,1,
Attempt to murder,2774,169,12,2593,0,28,317,10,2137,29,20,23,29,2719,149,13,2557,0,13,108,8,2292,86,19,16,15,3258,87,8,3163,0,2,7,0,1622,1519,2,9,
C.H.Not Amounting to murder,82,8,1,73,0,3,6,0,54,3,1,1,5,135,9,0,126,0,5,2,0,93,8,1,2,15,124,2,1,121,0,0,1,0,61,49,0,2,
Dacoity,177,15,3,159,0,0,4,2,142,2,8,1,0,149,12,4,133,0,1,0,0,118,6,8,0,0,143,2,1,140,0,0,0,0,72,66,1,1,
Preparation And Assembly For Dacoity,137,0,0,137,0,2,12,0,122,1,0,0,0,120,0,0,120,0,0,1,0,117,2,0,0,0,63,0,0,63,0,0,0,0,49,14,0,0,
Robbery,1234,45,20,1169,0,9,37,5,846,3,265,1,3,986,36,10,940,0,6,13,4,685,45,183,4,0,625,19,5,601,0,0,1,0,223,360,17,0,
Chain Snatching,642,7,4,631,0,5,10,0,411,2,198,0,5,619,9,7,603,0,2,4,1,411,32,151,2,0,459,8,0,451,0,1,1,0,204,234,11,0,
H.B.T by day,1173,40,0,1133,0,18,32,1,477,3,597,1,4,1132,39,0,1093,0,7,12,1,491,65,513,2,2,1101,15,0,1086,0,1,3,0,274,635,172,1,
H.B.T by night,4866,46,2,4818,0,27,74,9,1664,11,3016,10,7,4330,39,2,4289,0,13,33,2,1654,201,2379,5,2,3905,19,0,3886,0,2,3,0,729,2356,796,0,
House theft,2155,127,1,2027,0,11,26,8,574,12,1390,3,3,1926,98,8,1820,0,9,11,7,580,55,1155,3,0,1936,59,2,1875,0,0,4,3,305,1033,529,1,
