"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/12/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,236,3,5,228,0,0,1,0,93,12,122,0,0,543,2,2,539,0,0,0,0,145,288,106,0,
Ordinary Theft,22597,918,271,21408,2,807,371,2700,3803,38,13506,148,35,20166,849,324,18993,0,512,252,1829,4482,325,11468,106,19,17508,449,121,16938,0,161,42,555,3294,7790,5063,30,
Cattle thefts,423,13,2,408,0,9,10,46,130,0,211,1,1,505,6,2,497,0,10,7,36,225,10,205,4,0,544,10,0,534,0,3,1,13,122,260,132,3,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,
Cheating,6928,2320,129,4479,0,17,54,124,2546,822,766,132,18,6557,1828,119,4610,0,9,15,60,1989,1790,631,111,5,5839,442,63,5334,0,1,2,13,629,4495,165,28,
Cr.Br.Trust,505,167,5,333,0,0,1,4,208,82,27,11,0,563,136,14,413,0,0,1,2,211,171,16,10,2,762,59,6,697,0,0,0,0,74,604,11,7,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,17,4,9,0,0,30,0,1,29,0,0,0,0,10,17,2,0,
Sub Total - PART-I,45011,3935,481,40595,3,978,1087,2909,14030,1020,20078,334,159,41376,3269,530,37577,0,594,504,1954,14445,2838,16882,266,94,38052,1195,229,36628,0,173,65,584,8579,20101,7008,83,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths due to
Rashness/Negligence (Sec 304(A)IPC/106
BNS)",12047,102,34,11912,0,623,1066,17,7520,15,1074,33,1564,12028,120,16,11892,0,462,430,11,8604,67,920,19,1379,11737,50,16,11671,0,131,30,1,6354,4121,335,10,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,22052,519,487,6896,3,1324,111,123,31410,219,14,31177,0,18117,409,312,10823,67,1275,102,72,31750,122,18,31610,0,7920,64,60,13802,9007,696,34,
Rioting,3906,391,7,3508,0,29,634,62,2689,32,34,25,3,3472,350,4,3118,0,19,217,35,2716,94,31,4,2,3391,182,2,3207,0,5,22,5,1637,1524,8,6,
Hurts,17483,1172,31,16280,0,257,3429,671,11398,42,343,77,63,17139,1313,31,15795,0,161,1396,350,13213,274,307,69,25,16705,633,19,16053,1,22,159,87,9523,6131,109,18,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,
Kidnapping,3636,3293,33,310,0,2,42,2,184,36,35,9,0,3956,3531,36,389,0,1,21,1,214,128,17,7,0,4211,2841,25,1345,0,0,3,0,119,1209,5,7,
304(B) IPC/80 BNS,158,8,1,149,0,1,21,0,124,1,0,1,1,112,0,2,110,0,0,6,0,103,1,0,0,0,115,0,1,114,0,0,0,0,78,36,0,0,
498 (A) IPC/85 BNS,2947,328,61,2558,0,13,488,15,1935,41,1,47,18,2896,264,58,2574,0,7,254,8,2174,86,1,28,16,2830,145,24,2661,0,1,26,2,1554,1072,0,4,
Molestation (354 IPC/74 BNS),6488,651,31,5806,0,40,984,64,4525,65,71,36,21,6334,705,33,5596,1,24,363,35,4864,195,72,33,10,5841,371,16,5454,0,2,19,6,3007,2389,19,10,
Rape,600,44,37,519,0,0,86,3,388,15,2,24,1,720,54,54,612,0,2,46,0,510,32,1,20,1,656,32,33,591,0,0,2,1,383,196,1,8,
"Sexual Intercourse by employing deceitful
means",0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,0,0,0,6,4,0,1,0,249,10,9,230,0,0,0,0,78,145,0,7,
353 IPC/132 BNS,1004,48,4,952,0,35,53,3,811,15,15,14,6,976,36,3,937,0,12,16,1,816,60,16,12,4,1163,19,4,1140,0,8,0,2,600,518,5,5,
Other IPC/BNS,21473,2043,85,19345,0,10700,736,473,6037,346,834,165,54,16466,1707,110,14649,0,5043,308,268,7179,940,758,102,51,22059,853,72,21134,0,5647,51,88,8193,6777,313,49,
Sub Total - PART-II,101503,8311,337,92856,0,33752,8058,1797,42509,611,3733,542,1854,95432,8297,358,86777,1,23848,3459,1021,51150,1946,3398,395,1560,100613,5257,237,95119,1,13736,376,252,45268,33094,1491,158,
