Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8),
334(2) BNS)",,,,
,At Residential Premises,156,92,89,67
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,4,3,2,2
,In Other Places,5,3,3,2
,Temple Theft,2,1,0,2
,Sub Total,167,99,94,73
,Total Burglary (Burglary Day + Burglary Night),794,453,409,385
11,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,10,2,6,4
,Of Automobiles - Of Tractors,18,10,11,7
,In Running Bus,20,0,8,12
,Of Snatching,77,0,47,30
,At ATM,5,1,4,1
,Of Sand,235,123,117,118
,Government Office,4,0,0,4
,Of Mines,12,0,5,7
,Communication And Elec. Wire,48,19,24,24
,Of Cattle,90,44,52,38
,Of Cycle,11,6,3,8
,Of Automobiles - Of Lorries/Trucks,18,6,11,7
,Of Automobiles - Of Buses,1,2,1,0
,Of Automobiles - Of Cars / Jeeps,40,45,18,22
,Of Automobiles - Of Two Wheelers,1513,946,833,680
,Of Automobies - of Three Wheelers,50,19,28,22
,Of Accessories of Motor Vehicle,54,31,27,27
,Govt. Vehicle,0,0,0,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",158,127,93,65
,Of Fire Arms,1,1,1,0
,Of Explosives,0,0,0,0
,Of Cultural - Idols,0,2,0,0
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,42,22,25,17
,Cash,82,62,32,50
,Jewellery,289,155,112,177
,Other Items Not Included Above,300,169,158,142
,In Running Train,8,4,2,6
,Extortion,56,23,29,27
,House Theft,273,132,144,129
,Servant Theft,66,55,46,20
,Sub Total,3481,2006,1837,1644
12,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,152,82,87,65
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,0,1,0,0
,Labour - Public Sector,0,0,0,0
,Linguistic,0,0,0,0
,Political,0,1,0,0
,Regional,0,2,0,0
,Sectarian,0,0,0,0
,Students,0,1,0,0
,Tribal,0,0,0,0
,Due to Village Disputes,1,4,1,0
,Communal,1,0,1,0
,Industrial,0,1,0,0
,Caste,1,0,0,1
,Agrarian,0,0,0,0
,Others,379,197,174,205
,Sub Total,534,289,263,271
