Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,"CYBER CRIME (INFORMATION TECHNOLOGY
ACT)",0,0,0,0
,"Information Technology Act 2000, 2009",102,1688,4,25
,CSAM (Child Pornography). Cyber Tip Line,17,0,0,1
,Online Money Transfer,914,14,142,138
,Credit Card Fraud,495,6,55,63
,Loan App,129,0,13,12
,"Ransomeware Attack, Installing Spyware &
Troman, Using Other Malware & Viruses to infect
degital serv",6,0,0,3
,"Gifts, iPhone & Lottery Fraud",88,2,9,7
,Deep Fake/Deep Nudes,20,0,3,1
,"Investment Fraud (Part Time Job, Task, Review)",1932,7,226,186
,Card Skimming,5,0,0,0
,Job Fraud,457,4,67,52
,Business Fraud,100,2,23,7
,Hacking of Accounts & Ids,129,0,13,26
,Phishing (Taking Password & Information),30,1,1,3
,Email Spoofing / Fraud,29,0,6,1
,SIM card Swapping / SIM Jacking / SIM Cloning,12,0,5,2
,"Social Media Cases
(Instagram/Facebook/Whatsapp/X /Telegram etc)",375,5,63,49
,"Crypto Currency, Bitcoin, etc.",56,0,2,3
,Remote Access Fraud (Any Desk/ Team Viewer),8,0,2,2
,OLX Fraud,129,0,21,14
,Data Theft,42,2,8,4
,Fedex,29,2,1,1
,"OTP Frauds (KYC Update, Apk Link)",511,10,100,72
,Matrimony Fraud,76,0,13,9
,Sextortion and Revenge Porn,68,2,7,6
,Advertising Frauds,36,0,6,6
,Investment Fraud (Trading & Share Trading),2319,23,270,310
,Fake Customer Care,211,0,34,24
,ATM Fraud,13,1,3,0
,Digital Arrest,232,7,40,24
,AEPS (Aadhaar),1,0,1,0
,Others,1319,47,182,213
,Sub Total,9890,1823,1320,1264
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Gang Rape,11,0,1,1
,Custodial Rape,2,1,0,0
,Rape with Murder,1,0,0,0
,Rape,2118,252,276,251
,Others,797,101,99,80
,Sub Total,2929,354,376,332
38,Aadhar Act,,,,
,Offence by Company,0,0,0,0
,Impersonation,0,0,0,0
,Offence by Individual,0,0,0,0
,Sub Total,0,0,0,0
,Total (Item 1 to 36),42536,5103,5291,4812
