"Comparitive Crime Statement 17 for the Years 2024, 2025, and 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2024,,,,,,,,,,,,,2025,,,,,,,,,,,,,2026 As on 30/04/2026,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
AcidAttack (326(a)IPC/124(1) BNS),8,1,0,7,0,0,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,
Kidnapping,3948,3557,38,353,0,1,33,2,200,91,19,6,1,4075,3498,28,549,0,0,6,0,166,365,4,6,1,1486,577,2,907,0,0,0,0,12,894,1,0,
304(B) IPC/80 BNS,112,0,2,110,0,0,7,0,102,1,0,0,0,114,4,1,109,0,0,0,0,101,7,0,0,1,51,0,0,51,0,0,0,0,9,42,0,0,
498 (A) IPC/85 BNS,2894,269,59,2566,0,7,346,13,2087,55,1,38,19,2745,216,25,2504,0,1,67,5,2129,287,0,10,5,951,27,2,922,0,0,0,0,176,744,0,0,
Molestation (354 IPC/74 BNS),6334,718,33,5583,1,30,505,47,4768,107,75,39,12,5851,565,17,5269,0,4,63,10,4336,797,39,15,5,2164,42,5,2117,0,0,0,0,365,1750,1,1,
Rape,721,55,54,612,0,4,64,1,491,27,1,23,1,675,43,34,598,0,1,12,1,499,68,1,15,1,197,3,3,191,0,0,0,0,42,149,0,0,
"Sexual Intercourse by employing deceitful
means",12,1,0,11,0,0,0,0,6,4,0,1,0,256,21,9,226,0,0,0,0,143,73,0,10,0,139,2,2,135,0,0,0,0,29,105,0,1,
353 IPC/132 BNS,977,39,3,935,0,24,25,1,806,43,19,12,5,1164,39,5,1120,0,16,1,2,842,243,9,5,2,340,2,2,336,0,0,0,0,48,288,0,0,
Other IPC/BNS,16470,1788,112,14570,0,5250,433,324,6958,660,777,111,57,22053,1398,86,20569,0,7465,112,178,8943,3230,541,73,27,6434,86,14,6334,0,530,1,6,1804,3980,9,4,
Sub Total - PART-II,95429,8470,363,86596,1,25583,4727,1222,48293,1208,3445,450,1668,100449,7288,259,92902,1,20436,873,481,57279,9891,2562,245,1134,34614,882,42,33690,0,852,6,13,8006,24677,68,11,
