"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/04/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,294,8,3,283,0,2,8,0,249,11,9,3,1,282,7,2,273,0,3,4,0,184,77,4,0,1,132,2,0,130,0,0,0,0,15,115,0,0,
Cow Slaughter,269,6,4,259,0,7,2,1,242,3,3,1,0,239,5,3,231,0,5,0,0,174,41,11,0,0,72,0,0,72,0,0,0,0,18,54,0,0,
Animal Sacrifice Act,342,18,1,323,0,44,3,0,248,2,24,2,0,327,9,2,316,0,24,2,1,219,54,16,0,0,110,0,0,110,0,1,0,0,24,84,1,0,
P.I.T Act,312,3,1,308,0,3,2,0,280,18,2,3,0,299,1,1,297,0,0,1,0,233,63,0,0,0,95,0,0,95,0,0,0,0,20,75,0,0,
POCSO,3900,54,174,3672,0,106,1250,3,2248,7,15,28,15,4054,64,203,3787,0,24,432,1,3237,45,15,18,15,1365,8,48,1309,0,0,0,0,542,765,0,1,
K.P Act,1311,208,1,1102,0,456,18,8,593,5,5,14,3,517,42,0,475,0,124,10,2,311,23,3,2,0,233,0,0,233,0,7,0,0,143,83,0,0,
E.C Act,492,11,1,480,0,4,7,0,389,45,2,32,1,431,9,0,422,0,2,2,0,272,134,1,11,0,171,0,0,171,0,0,0,0,4,166,0,1,
SC/ST/Act,2151,386,40,1725,1,8,169,2,1419,74,8,37,8,2110,334,45,1731,0,1,55,1,1575,82,2,13,2,747,41,11,695,0,0,0,0,228,464,0,3,
Explosive Act,270,3,0,267,0,68,4,2,167,15,5,6,0,143,1,0,142,0,11,0,1,67,59,2,1,1,35,0,0,35,0,0,0,0,0,35,0,0,
