"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - October - 2025,,,,,,
"Police Department has implemented 23 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for October 2025 as on 31.10.2025 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.10.2025",,
1,Bengaluru City,40332,39618,39,,
2,Belagavi City,3138,3313,106,,
3,Hubli-Dharwad City,1342,1240,22,,
4,Mysore City,3420,2960,5,,
5,Mangalore City,1479,1528,19,,
6,Bagalkot,1618,1452,16,,
7,Ballari,1663,1649,17,,
8,Belagavi,1365,1184,107,,
9,Bengaluru Rural,1824,2021,27,,
10,Bidar,1315,1211,44,,
11,Chamarajanagar,1547,1432,8,,
12,Chikkaballapura,1820,1932,7,,
13,Chikkamagaluru,2642,2601,1,,
14,Chitradurga,1883,1740,6,,
15,Dakshina Kannada,1235,1099,28,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2029,1785,3,,
17,Dharwad,1474,1367,20,,
18,Gadag,730,717,0,,
19,Hassan,2727,2372,7,,
20,Haveri,1356,1234,8,,
21,Kalaburagi,1557,1521,9,,
22,Kodagu,1068,967,0,,
23,Kolar,1487,1317,2,,
24,KGF,1058,852,0,,
25,Koppal,920,782,0,,
26,Mandya,2915,2771,5,,
27,Mysuru,2278,2161,10,,
28,Raichur,1051,939,24,,
29,Ramanagara,2138,2035,3,,
30,Shivamogga,2747,2693,48,,
31,Tumakuru,3216,3189,3,,
32,Udupi,1966,1907,10,,
33,Uttara Kannada,2686,2521,25,,
34,VijayaNagara,1135,927,7,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,1818,1643,1,,
36,Yadgir,531,504,17,,
,Total,103510,99184,654,,
