"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/06/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,271,11,1,259,0,5,3,1,233,10,6,1,0,294,5,3,286,0,1,2,0,203,75,5,0,0,137,1,0,136,0,0,0,0,23,112,1,0,
Cow Slaughter,408,3,2,403,0,8,3,1,366,8,15,2,0,262,6,4,252,0,5,0,1,219,23,3,1,0,131,0,1,130,0,0,0,0,22,106,2,0,
Animal Sacrifice Act,460,20,2,438,0,24,4,1,372,6,30,1,0,346,16,1,329,0,25,1,0,252,30,20,1,0,180,4,1,175,0,0,0,0,36,137,2,0,
P.I.T Act,241,3,0,238,0,4,1,0,229,3,1,0,0,313,2,1,310,0,1,0,0,226,82,0,1,0,164,0,0,164,0,0,0,0,40,124,0,0,
POCSO,3195,56,96,3043,0,104,1089,5,1785,7,10,23,20,3862,51,172,3639,0,31,515,0,2989,64,12,19,9,1977,8,71,1898,0,0,3,0,979,911,0,2,
K.P Act,460,6,1,453,0,199,6,2,227,1,4,11,3,1309,203,1,1105,0,308,8,5,724,43,3,13,1,324,16,0,308,0,21,1,0,172,114,0,0,
E.C Act,815,24,2,789,0,5,9,0,683,44,10,37,1,491,8,1,482,0,2,2,0,287,173,2,16,0,263,5,0,258,0,0,0,0,29,227,0,2,
SC/ST/Act,2137,390,122,1625,1,8,212,3,1313,61,4,19,5,2145,378,41,1726,0,1,28,0,1579,91,8,15,4,1136,92,28,1016,0,0,0,0,511,504,0,1,
Explosive Act,62,4,1,57,0,7,0,0,35,6,8,1,0,270,2,0,268,0,19,0,0,139,106,4,0,0,40,0,0,40,0,0,0,0,2,38,0,0,
