Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,33,3,4,1
15,FOREST,,,,
,Indian Forest Act 1927,2,1,0,0
,Forest (Conservation) Act 1980,7,0,0,2
,Sub Total,9,1,0,2
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,148,19,21,8
,Un-Organised,53,16,3,7
,Sub Total,201,35,24,15
18,BONDED LABOUR SYSTEM,1,0,1,0
19,INDIAN MOTOR VEHICLE,305,3,2,254
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,982,376,158,195
,Synthetic,1515,349,196,241
,Sub Total,2497,725,354,436
21,PASSPORT ACT,,,,
,Foreigner,2,0,0,1
,Indian,1,2,0,0
,Sub Total,3,2,0,1
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,5,0,1,0
,Parliament,103,0,0,1
,Other Elected Bodies,10,0,0,0
,Sub Total,118,0,1,1
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),3325,687,370,480
,Street Gambling (87),4021,753,455,474
,House Gambling (79 & 80),175,31,28,21
,Betting,397,18,8,10
,Others,402,52,47,39
,Sub Total,8320,1541,908,1024
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",119,20,17,11
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",2,1,0,1
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,1,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,1,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,1,0,0,0
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,1,0,0,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,4,0,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,1335,239,145,120
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",1,0,0,0
,Sub Total,1336,239,145,120
31,INDIAN LUNACY ACT,0,0,0,0
