Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC)",,,,
,At Residential Premises,311,59,67,64
,On Highways,0,0,0,0
,In Trains,1,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,16,6,7,3
,In Other Places,24,2,5,8
,Temple Theft,8,2,1,3
,Sub Total,360,69,80,78
,Total Burglary (Burglary Day + Burglary Night),1758,341,397,393
11,THEFT (Sec.379 to 389 IPC),,,,
,Of Sand,528,83,205,110
,Attempt to commit,16,1,7,3
,Of Automobiles - Of Tractors,32,16,9,6
,At ATM,2,1,0,0
,Communication And Elec. Wire,69,8,22,14
,Of Cattle,148,14,37,31
,Of Cycle,45,8,14,18
,Of Automobiles - Of Lorries/Trucks,27,10,9,4
,Of Automobiles - Of Buses,3,0,0,0
,Of Automobiles - Of Cars / Jeeps,91,14,18,11
,Of Automobiles - Of Two Wheelers,3736,830,994,834
,Of Automobies - of Three Wheelers,83,10,30,13
,Of Accessories of Motor Vehicle,112,23,24,30
,Govt. Vehicle,1,0,0,1
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",483,100,124,109
,Of Fire Arms,2,4,0,1
,Of Explosives,0,0,0,0
,Of Cultural - Idols,4,1,1,0
,Of Cultural - Painting,1,0,1,0
,Of Cultrual - Others,98,9,20,24
,Cash,200,38,48,42
,Jewellery,607,93,165,169
,Other Items Not Included Above,659,91,177,117
,In Running Train,16,12,2,4
,Extortion,92,9,23,22
,House Theft,617,143,150,169
,Servant Theft,164,29,44,33
,Sub Total,7836,1547,2124,1765
12,RIOTS (Sec.141 to 153 IPC),,,,
,Land Dispute,327,79,89,71
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,1,0,0,0
,Labour - Public Sector,1,0,1,0
,Linguistic,1,1,0,0
,Political,4,12,1,2
,Regional,4,0,0,2
,Sectarian,0,0,0,0
,Students,4,0,0,0
,Tribal,0,1,0,0
,Due to Village Disputes,15,3,3,6
,Communal,0,0,0,0
,Industrial,3,0,2,0
,Caste,2,1,1,1
,Agrarian,1,1,0,1
,Others,912,197,238,269
,Sub Total,1275,295,335,352
13,"OFFENCES AGAINST STATE (Sec. 121 to 130,
except 124(A) IPC)",0,0,0,0
14,"OFFENCES PROMOTING ENEMITY (Sec. 153(A),
154(B) & 505 IPC",45,7,15,7
15,CRIMINAL BREACH OF TRUST,190,36,54,34
