"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/05/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,272,11,1,260,0,5,2,1,234,11,6,1,0,295,5,3,287,0,1,2,0,198,81,5,0,0,109,1,0,108,0,0,0,0,14,93,1,0,
Cow Slaughter,406,3,2,401,0,8,3,1,363,9,15,2,0,261,5,4,252,0,5,0,1,215,27,3,1,0,86,0,1,85,0,0,0,0,14,70,1,0,
Animal Sacrifice Act,462,20,2,440,0,24,3,1,374,7,30,1,0,346,14,1,331,0,25,1,0,247,40,17,1,0,132,3,1,128,0,0,0,0,23,104,1,0,
P.I.T Act,241,3,0,238,0,4,1,0,228,4,1,0,0,313,2,1,310,0,1,0,0,216,92,0,1,0,144,0,0,144,0,0,0,0,30,114,0,0,
POCSO,3193,56,96,3041,0,99,1051,5,1828,5,10,23,20,3861,50,172,3639,0,24,460,0,3032,89,9,17,8,1589,7,57,1525,0,0,1,0,691,830,0,1,
K.P Act,460,6,1,453,0,195,6,2,231,1,4,11,3,1309,201,1,1107,0,294,8,5,731,54,2,12,1,286,10,0,276,0,17,1,0,139,119,0,0,
E.C Act,815,24,2,789,0,5,9,0,680,47,10,37,1,491,7,1,483,0,2,2,0,272,189,2,16,0,219,5,0,214,0,0,0,0,12,201,0,1,
SC/ST/Act,2137,389,122,1626,1,7,205,3,1322,62,4,19,4,2144,371,41,1732,0,1,26,0,1576,104,8,13,4,986,60,22,904,0,0,0,0,344,559,0,1,
Explosive Act,62,4,1,57,0,7,0,0,35,6,8,1,0,270,2,0,268,0,17,0,0,132,116,3,0,0,36,0,0,36,0,0,0,0,0,36,0,0,
N.D.P.S AcT,6406,14,3,6389,0,2341,77,14,3909,15,13,14,6,6764,14,0,6750,0,2208,53,8,4200,268,5,4,4,1387,0,2,1385,0,124,0,0,637,623,0,1,
TADA Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PCR Act,4,1,0,3,0,0,0,0,3,0,0,0,0,13,0,0,13,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R.P.Act,6,2,0,4,0,0,0,0,2,2,0,0,0,338,57,7,274,0,59,1,2,183,4,18,6,1,113,0,0,113,0,1,0,0,1,110,1,0,
Children Act,355,37,14,304,0,24,14,1,250,11,1,3,0,369,60,14,295,0,19,4,1,214,50,5,2,0,170,6,4,160,0,4,0,0,14,141,1,0,
Sati Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cinema Autography Act,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,
Gambling Act,13045,1,0,13044,0,7840,210,104,4805,12,1,58,14,13664,5,2,13657,0,6224,79,103,7060,162,1,24,4,5127,0,2,5125,0,491,6,18,2974,1634,0,2,
Excise Act,8865,0,0,8865,0,4374,419,83,3891,2,2,51,43,9332,3,1,9328,0,2965,158,75,5916,130,32,27,25,3351,1,0,3350,0,271,4,10,1418,1644,0,1,
D.P Act,2238,212,52,1974,0,1,192,15,1639,73,0,52,2,2316,142,51,2123,0,0,36,1,1349,725,0,12,0,859,9,17,833,0,0,0,0,68,765,0,0,
Other Special and Local Laws,14477,275,21,14181,0,410,47,2330,1676,987,8683,41,7,25618,263,39,25316,0,976,37,1623,2764,12324,7562,25,5,10681,28,8,10645,0,53,6,31,334,9959,261,1,
Sub Total - PART-III,53445,1059,317,52069,1,15344,2239,2560,21470,1254,8788,314,100,67704,1201,338,66165,0,12821,868,1819,28314,14458,7672,161,52,25277,130,114,25033,0,961,18,59,6713,17004,266,8,
PART-IV (Cr.PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107 Cr.p.C,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
