Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",2,0,1,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),16,6,1,10
4,Kidnapping & Abduction of Children,1010,295,318,394
4.1,For Ransom - of Children,4,2,1,0
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,1,0,0,1
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,1,0,0,1
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,7,1,2,4
,Sub Total,1023,298,321,400
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,37,9,12,15
7,POCSO Act,997,345,306,332
8,Death of Children due to miscarriage,4,1,0,4
9,Juvenile Justice Act,56,13,12,31
10,Child Labour (Pro.& Reg.) Act,18,2,6,2
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),2153,674,659,794
