Sl. No.,Heads of Crime,"During the
current year upto
the end of month
under review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
50,"INSULTING MODESTY OF WOMEN (EVE
TEASING) (Sec.509 IPC)",,,,
,Attempt to Commit,5,1,0,2
,Office,10,0,1,1
,Public Conveyance,2,0,0,0
,Public Place,29,1,6,5
,Other Places,41,4,10,10
,Sub Total,87,6,17,18
51,"SUICIDE (Sec.305, 306, 309 IPC)",,,,
,Dowry,6,0,0,1
,Abetment of Suicide,197,29,34,32
,Other Reasons,220,23,24,26
,Attempt to Commit suicide,99,7,13,19
,Sub Total,522,59,71,78
52,UNNATURAL SEX (Sec.377 IPC),,,,
,Abetment,0,0,0,0
,Animal,2,0,0,0
,Attempt,0,0,0,0
,Major - Man,3,0,0,0
,Major - Woman,3,1,2,0
,Minor - Boy,1,0,0,1
,Minor - Girl,0,0,0,0
,Sub Total,9,1,2,1
53,"WRONGFUL RESTRAINT/CONFINEMENT
(Sec.341 to 348 IPC)",,,,
,Attempt to Commit,14,2,4,2
,To Extort Confession,3,0,1,1
,To Extort Property,13,1,1,2
,To settle Dispute,15,0,2,1
,Others,273,33,35,48
,Sub Total,318,36,43,54
54,"INFANTICIDE (Sec.315, 316 IPC)",,,,
,Male,0,0,0,0
,Female,0,0,0,0
,Sub Total,0,0,0,0
55,"OFFENCES RELATED TO MARRIAGE (Sec.493 to
498 IPC)",33,5,4,4
56,"BUYING & SELLING MINOR FOR PROSTITUTION
(Sec.372, 373 IPC)",0,0,0,0
57,"DOCUMENTS & PROPERTY MARKS (Sec.483 to
489 IPC)",,,,
,Documents,1,0,0,0
,Property,0,0,0,0
,Sub Total,1,0,0,0
58,DEFAMATION (Sec.500 to 502 IPC),,,,
,Persons,3,0,0,0
,Printed Matter,1,0,0,0
,Others,1,1,0,0
,Sub Total,5,1,0,0
59,ELECTION(Sec.171(E) to 171(1) IPC),,,,
,Assembly,1016,2,2,1
,Parliament,3,0,1,0
,Other Elected Bodies,31,0,0,1
,Sub Total,1050,2,3,2
60,"SLAVERY (Sec.370, 371, 374 IPC)",,,,
,Man,0,0,0,0
,Woman,0,0,0,0
,Boy,0,0,0,0
,Girl,0,0,0,0
,Sub Total,0,0,0,0
