"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 30/09/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1345,67,28,1251,0,20,88,0,1007,35,51,2,48,1376,70,33,1273,0,1,25,0,1113,72,21,2,39,973,11,20,942,0,0,0,0,553,370,0,0,
Attempt to murder,2444,150,9,2285,0,14,146,10,2013,36,37,9,20,2850,149,8,2693,0,7,57,10,2241,343,16,14,5,2203,52,4,2147,0,1,0,0,718,1423,0,3,
C.H.Not Amounting to murder,88,8,0,80,0,0,9,0,65,4,0,0,2,94,10,2,82,0,1,1,0,62,16,0,0,2,56,2,0,54,0,0,0,0,11,42,0,0,
Dacoity,179,19,3,157,0,0,5,0,130,10,12,0,0,218,17,4,197,0,0,1,0,152,34,10,0,0,134,2,3,129,0,0,0,0,43,86,0,0,
Preparation And Assembly For Dacoity,389,0,0,389,0,1,4,0,382,1,1,0,0,293,0,0,293,0,0,3,0,281,9,0,0,0,104,0,0,104,0,0,0,0,62,42,0,0,
Robbery,978,34,22,922,0,3,24,1,700,21,171,0,2,1069,46,11,1012,0,1,17,4,730,119,137,4,0,933,10,16,907,0,0,0,0,266,632,9,0,
Chain Snatching,664,13,5,646,0,3,12,0,454,11,166,0,0,669,3,8,658,0,1,3,1,433,99,120,1,0,453,2,3,448,0,0,0,0,126,319,3,0,
H.B.T by day,805,26,2,777,0,9,17,1,378,13,356,1,2,990,32,0,958,0,6,4,0,404,117,425,2,0,896,14,0,882,0,0,0,0,132,681,69,0,
H.B.T by night,4015,40,3,3972,0,39,56,6,1532,67,2266,2,4,4437,42,3,4392,0,21,13,2,1487,588,2276,2,3,3551,10,0,3541,0,0,2,0,378,2756,404,1,
House theft,915,52,2,861,0,5,12,6,370,5,459,3,1,1293,64,1,1228,0,4,8,4,406,51,754,1,0,1593,45,0,1548,0,0,0,0,230,971,345,2,
Ordinary Theft,15909,381,198,15330,0,443,269,1782,4042,79,8572,122,21,19457,511,300,18646,0,297,119,1486,5182,926,10497,128,11,16587,348,179,16060,0,78,12,227,2059,10284,3382,16,
Cattle thefts,412,5,3,404,0,6,7,25,172,7,185,2,0,478,8,1,469,0,1,7,21,177,45,213,2,3,311,4,2,305,0,0,0,2,40,232,31,0,
Receiving stolen Property,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,5422,1654,156,3612,0,13,16,81,2008,882,509,89,14,6406,1613,151,4642,1,9,16,44,1641,2364,518,41,9,5074,430,67,4577,0,0,1,7,289,4190,77,13,
Cr.Br.Trust,478,139,7,332,0,0,1,5,180,120,15,11,0,461,99,7,355,0,0,0,2,115,222,9,6,1,368,28,2,338,0,0,0,0,17,321,0,0,
C.C.Notes,33,0,0,33,0,0,0,0,16,2,14,1,0,29,0,0,29,0,0,0,0,10,7,12,0,0,19,0,0,19,0,0,0,0,3,15,1,0,
Sub Total - PART-I,34077,2588,438,31052,0,556,666,1917,13450,1293,12814,242,114,40122,2664,529,36929,1,350,274,1574,14434,5012,15008,204,73,33256,958,296,32002,0,79,15,236,4927,22365,4321,35,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",9870,98,18,9754,2,395,658,14,6666,17,855,14,1135,11316,79,19,11218,2,260,194,12,8430,349,932,10,1031,8685,31,22,8632,0,36,8,0,3771,4277,195,4,
