Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,13,2,0,4
,1.3 other Cases of Rape,548,52,44,46
,Sub Total,561,54,44,50
2,Outraging modesty (Molestation) (sec.354 IPC),4867,454,463,509
3,Kidnapping & Abduction of Women: (Sec.366 IPC),103,15,9,12
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",333,18,37,34
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",5,1,0,1
7,Murder for other reasons,318,25,37,39
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",2,0,0,1
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",15,2,3,1
10,Attempt to Commit murder for other reasons,838,58,91,98
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),97,9,6,13
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",2389,216,245,270
14,Abetment of Suicide (Sec.306 IPC),150,6,17,20
15,Immoral Traffic (prevention) Act.,272,26,29,17
16,"Indecent Representation of Women(Prohibition) Act-
1986",1,0,0,0
17,Pornography,2,0,1,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",124,7,16,15
19,Offences related to Marriage,25,3,4,0
20,Cyber Crimes,3703,523,397,34
,Total (Item 1 to 20),13807,1417,1399,1114
