Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,47,27,17,16
,Un-Organised,34,12,4,15
,Sub Total,81,39,21,31
18,BONDED LABOUR SYSTEM,1,0,0,0
19,INDIAN MOTOR VEHICLE,25,3,4,18
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,514,147,160,168
,Synthetic,762,223,255,265
,Sub Total,1276,370,415,433
21,PASSPORT ACT,,,,
,Foreigner,0,0,0,0
,Indian,2,1,2,0
,Sub Total,2,1,2,0
22,"REPRESENTATIVE OF PEOPLE ACT 1951 &
1988",,,,
,Assembly,0,1,0,0
,Parliament,0,9,0,0
,Other Elected Bodies,0,1,0,0
,Sub Total,0,11,0,0
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),1562,493,412,657
,Street Gambling (87),1926,559,467,972
,House Gambling (79 & 80),79,22,21,37
,Betting,108,56,22,64
,Others,190,103,57,73
,Sub Total,3865,1233,979,1803
24,"PREVENTION OF DAMAGE TO PUBLIC
PROPERTY ACT 1984",28,15,9,12
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",0,0,0,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,0,0,0,0
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,0,0,0,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,0,3,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,394,168,113,149
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",0,0,0,0
,Sub Total,394,168,113,149
31,INDIAN LUNACY ACT,0,0,0,0
32,INDIAN ELECTRICITY ACT,5,0,2,2
33,"COTPA, CIGARETTES AND OTHER TOBACCO
PRODUCTS",409,103,158,161
34,KARNATAKA STATE LOCAL ACTS,,,,
,Prevention of Insult to National Hounours Act 1971,5,1,0,1
,"Prevention of violence against Doctors, Medical
professionals and Medical institutions",6,1,3,2
,"The Karnataka Prevention of Dangerous Activities
of Bootleggers, Drug-offenders, Gamblers, Goonda
Act",0,0,0,0
,Karnataka Cow Slaughters Act,54,21,19,18
,Banning of Unregulated Deposit Schemes Act,9,0,8,0
,"Motor Spirit and High Speed Diesel (Regulation of
upply, Distribution and Prevention of Malpractice",0,0,0,0
,Karnataka Epidemic Deseases Act 2020,0,0,0,0
,"Karnataka Prevention of Slaughter and
Preservation of Cattle Act 2020",49,20,13,21
,Disaster Management Act 2005,0,0,0,0
