Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,1,0,0,0
,1.2 Gang Rape,9,0,3,1
,1.3 other Cases of Rape,732,56,42,49
,Sub Total,742,56,45,50
2,Outraging modesty (Molestation) (sec.354 IPC),6311,550,432,419
3,Kidnapping & Abduction of Women: (Sec.366 IPC),128,6,10,8
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",180,12,15,19
5,Murder for Dowry - by burning (Sec.302 IPC),0,1,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",11,2,0,2
7,Murder for other reasons,381,29,30,31
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",35,2,2,1
10,Attempt to Commit murder for other reasons,763,63,76,63
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),108,7,5,4
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",2975,251,214,228
14,Abetment of Suicide (Sec.306 IPC),153,11,15,10
15,Immoral Traffic (prevention) Act.,299,33,30,19
16,"Indecent Representation of Women(Prohibition)
Act-1986",1,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",131,12,14,8
19,Offences related to Marriage,32,4,3,4
20,Cyber Crimes,6731,687,474,528
,Total (Item 1 to 20),18982,1726,1365,1394
