Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
51,"SUICIDE (Sec.305, 306, 309 IPC)",,,,
,Dowry,4,0,0,0
,Abetment of Suicide,298,21,25,37
,Other Reasons,251,28,17,25
,Attempt to Commit suicide,87,9,5,7
,Sub Total,640,58,47,69
52,UNNATURAL SEX (Sec.377 IPC),,,,
,Abetment,0,0,0,0
,Animal,0,0,0,0
,Attempt,0,0,0,0
,Major - Man,4,0,1,0
,Major - Woman,1,0,0,0
,Minor - Boy,0,0,0,0
,Minor - Girl,0,0,0,0
,Sub Total,5,0,1,0
53,"WRONGFUL RESTRAINT/CONFINEMENT
(Sec.341 to 348 IPC)",,,,
,Attempt to Commit,22,3,2,0
,To Extort Confession,7,1,1,1
,To Extort Property,21,0,4,0
,To settle Dispute,15,3,2,2
,Others,326,32,30,24
,Sub Total,391,39,39,27
54,"INFANTICIDE (Sec.315, 316 IPC)",,,,
,Male,1,0,1,0
,Female,1,0,0,0
,Sub Total,2,0,1,0
55,"OFFENCES RELATED TO MARRIAGE (Sec.493
to 498 IPC)",35,1,3,6
56,"BUYING & SELLING MINOR FOR
PROSTITUTION (Sec.372, 373 IPC)",0,0,0,0
57,"DOCUMENTS & PROPERTY MARKS (Sec.483 to
489 IPC)",,,,
,Documents,1,0,0,0
,Property,1,0,0,0
,Sub Total,2,0,0,0
58,DEFAMATION (Sec.500 to 502 IPC),,,,
,Persons,6,1,0,1
,Printed Matter,2,0,0,0
,Others,2,0,0,0
,Sub Total,10,1,0,1
59,ELECTION(Sec.171(E) to 171(1) IPC),,,,
,Assembly,16,0,3,7
,Parliament,153,0,0,0
,Other Elected Bodies,13,0,0,0
,Sub Total,182,0,3,7
60,"SLAVERY (Sec.370, 371, 374 IPC)",,,,
,Man,1,0,0,1
,Woman,0,0,0,0
,Boy,3,0,0,3
,Girl,0,1,0,0
,Sub Total,4,1,0,4
61,Attempting to commit offences (Sec.511 IPC),,,,
,Attempting to commit offences,207,11,18,20
,Sub Total,207,11,18,20
62,ILLEGAL DETENTION (Sec.342 IPC),0,0,0,0
63,FALSE EVIDENCE (Sec.191 to 205 IPC),7,1,2,1
64,"EXPOSURE AND ABANDONMENT OF CHILD
(Sec.317 IPC)",,,,
,Boy,29,0,4,1
,Girl,28,5,4,4
,Sub Total,57,5,8,5
65,OF ABETMENT (Sec.107 to 120 IPC),9,0,1,0
66,"FAILURE TO APPEAR TO COURT (Sec.174,
229A IPC)",,,,
,174 A,91,12,12,14
,229 A,391,44,72,69
,Sub Total,482,56,84,83
