Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,6,2,1,1
,1.3 other Cases of Rape,191,54,50,55
,Sub Total,197,56,51,56
2,Outraging modesty (Molestation) (sec.354 IPC),2164,497,589,554
3,Kidnapping & Abduction of Women: (Sec.366 IPC),31,9,6,13
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",153,36,40,39
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",2,1,0,1
7,Murder for other reasons,122,42,36,20
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",11,1,1,5
10,Attempt to Commit murder for other reasons,362,86,123,97
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,1,1,0
12,Dowry Death-by other Means (Sec.304(B) IPC),50,15,17,15
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",951,231,222,289
14,Abetment of Suicide (Sec.306 IPC),63,21,16,13
15,Immoral Traffic (prevention) Act.,87,13,28,29
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",49,14,12,13
19,Offences related to Marriage,8,2,1,3
20,Cyber Crimes,978,328,258,209
,Total (Item 1 to 20),5229,1353,1401,1356
