Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC)",,,,
,At Residential Premises,389,74,62,81
,On Highways,0,0,0,0
,In Trains,1,0,0,0
,At Banks,2,0,0,2
,At Commercial Places / Establishments,24,1,3,9
,In Other Places,31,5,8,7
,Temple Theft,12,2,3,4
,Sub Total,459,82,76,103
,Total Burglary (Burglary Day + Burglary Night),2255,478,394,494
11,THEFT (Sec.379 to 389 IPC),,,,
,Of Sand,660,86,110,134
,Attempt to commit,20,2,3,3
,Of Automobiles - Of Tractors,37,10,6,5
,At ATM,3,0,0,1
,Communication And Elec. Wire,96,12,14,27
,Of Cattle,189,25,31,41
,Of Cycle,56,2,18,11
,Of Automobiles - Of Lorries/Trucks,38,7,4,11
,Of Automobiles - Of Buses,3,0,0,0
,Of Automobiles - Of Cars / Jeeps,103,16,11,12
,Of Automobiles - Of Two Wheelers,4796,886,834,1060
,Of Automobies - of Three Wheelers,115,13,13,32
,Of Accessories of Motor Vehicle,136,9,30,24
,Govt. Vehicle,2,0,1,1
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",623,119,109,139
,Of Fire Arms,2,0,1,0
,Of Explosives,0,0,0,0
,Of Cultural - Idols,4,0,0,0
,Of Cultural - Painting,1,0,0,0
,Of Cultrual - Others,118,14,24,20
,Cash,260,68,42,61
,Jewellery,756,107,169,149
,Other Items Not Included Above,812,98,117,155
,In Running Train,17,5,4,1
,Extortion,109,15,21,18
,House Theft,791,196,169,173
,Servant Theft,213,27,32,50
,Sub Total,9960,1717,1763,2128
12,RIOTS (Sec.141 to 153 IPC),,,,
,Land Dispute,444,88,70,118
,Employee - Govt.,0,1,0,0
,Labour - Private Sector,1,0,0,0
,Labour - Public Sector,1,0,0,0
,Linguistic,2,0,0,1
,Political,9,37,2,5
,Regional,4,1,2,0
,Sectarian,0,0,0,0
,Students,4,0,0,0
,Tribal,0,0,0,0
,Due to Village Disputes,17,5,6,2
,Communal,1,0,0,1
,Industrial,3,0,0,0
,Caste,5,0,1,3
,Agrarian,1,0,1,0
,Others,1171,249,264,267
,Sub Total,1663,381,346,397
13,"OFFENCES AGAINST STATE (Sec. 121 to 130,
except 124(A) IPC)",0,0,0,0
14,"OFFENCES PROMOTING ENEMITY (Sec.
153(A), 154(B) & 505 IPC",50,17,7,5
15,CRIMINAL BREACH OF TRUST,223,25,34,33
