Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
67,Concealment of birth by secret disposal of Child,,,,
,Girl,15,6,1,4
,Boy,33,6,3,4
,Sub Total,48,12,4,8
68,"ASSAULT OR USE OF CRIMINAL FORCE TO
DISROBE WOMEN",15,1,2,3
69,"Disobedience to Order Promulgated by
Public/Servant",,,,
,By Others,13,3,0,0
,By Private Institution,13,2,0,1
,By Govt. Institution,1,0,0,0
,Sub Total,27,5,0,1
70,Human Trafficking,,,,
,Eunuch,3,1,0,1
,Men,1,0,0,0
,Boy,0,0,0,0
,Women,4,0,1,0
,Girl,7,1,0,0
,Sub Total,15,2,1,1
71,Aadhaar Act,,,,
,Impersonation,1,0,0,0
,Offence by Company,0,0,0,0
,Offence by individual,2,0,2,0
,Sub Total,3,0,2,0
72,"Giving false information respecting an offence
com",,,,
,"Giving false information respecting an offence
committed",3,0,0,0
,Sub Total,3,0,0,0
,Total Cognizable Crime Under IPC,137067,12437,10630,11553
,,,,,
,B - SPECIAL & LOCAL LAWS,,,,
1,ANTIQUES (CULTURAL PROPERTY),,,,
,Antiques & Art Treasures Act 1972,0,0,0,0
,"Ancient Monument & Archaelogical Sites And
Remains Act 1958",9,1,0,5
,Sub Total,9,1,0,5
2,ARMS ACT 1959,,,,
,"Country Made - Non Prohibited Bore - In
Disturbed Area",19,2,0,1
,"Country Made - Non Prohibited Bore - In Other
Area",102,3,5,8
,"Country Made - Prohibited Bore - In Disturbed
Area",15,1,2,0
,Country Made - Prohibited Bore - In Other Area,76,4,5,3
,"Factory Made - Non Prohibited Bore - In Disturbed
Area",5,1,1,0
,Factory Made - Non Prohibited Bore - In Other Area,26,2,4,1
,Factory Made - Prohibited Bore - In Disturbed Area,4,0,0,1
,Factory Made - Prohibited Bore - In Other Area,32,1,4,3
,Sub Total,279,14,21,17
3,ANIMAL,,,,
,"The Karnataka Prevention of Slaughter and
Preservation of Cattle Ordinance 2020",143,8,10,9
,Wild Life Preservation Act 1972,0,0,0,0
,Wild Life Protection Act 1972,2,0,0,0
,Prevention of Cruelty to Animals Act 1960,174,11,16,23
,Elephant (Preservation) Act 1879,0,0,0,0
,Cattle Tresspass Act 1871,4,0,0,1
,Sub Total,323,19,26,33
4,CINEMATOGRAPHY ACT 1952,,,,
,Films,2,0,0,0
,Video,0,0,0,0
,Sub Total,2,0,0,0
