Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,3,2,1,1
,1.3 other Cases of Rape,235,61,76,95
,Sub Total,238,63,77,96
2,Outraging modesty (Molestation) (sec.354 IPC),1445,633,449,540
3,Kidnapping & Abduction of Women: (Sec.366 IPC),23,13,6,11
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",114,9,46,39
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",3,0,0,3
7,Murder for other reasons,93,36,31,27
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",7,0,5,2
10,Attempt to Commit murder for other reasons,265,67,74,89
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),31,7,9,10
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",704,299,211,255
14,Abetment of Suicide (Sec.306 IPC),38,19,15,10
15,Immoral Traffic (prevention) Act.,81,39,21,31
16,"Indecent Representation of Women(Prohibition)
Act-1986",0,0,0,0
17,Pornography,1,0,0,1
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",31,15,15,10
19,Offences related to Marriage,9,1,1,4
20,Cyber Crimes,1130,591,359,372
,Total (Item 1 to 20),4214,1792,1319,1500
