Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,"CYBER CRIME (INFORMATION TECHNOLOGY
ACT)",,,,
,"Information Technology Act 2000, 2009",26,10,8,10
,CSAM (Child Pornography). Cyber Tip Line,41,5,5,29
,Online Money Transfer,421,116,151,148
,Credit Card Fraud,160,65,55,56
,Loan App,56,16,22,15
,"Ransomeware Attack, Installing Spyware &
Troman, Using Other Malware & Viruses to infect
degital serv",5,2,0,0
,"Gifts, iPhone & Lottery Fraud",31,21,9,6
,Deep Fake/Deep Nudes,20,5,7,3
,"Investment Fraud (Part Time Job, Task, Review)",296,277,77,72
,Card Skimming,1,2,0,1
,Job Fraud,98,55,28,29
,Business Fraud,36,10,10,12
,Hacking of Accounts & Ids,57,17,20,16
,Phishing (Taking Password & Information),5,7,1,1
,Email Spoofing / Fraud,12,5,6,1
,SIM card Swapping / SIM Jacking / SIM Cloning,5,1,1,2
,"Social Media Cases
(Instagram/Facebook/Whatsapp/X /Telegram etc)",148,35,53,40
,"Crypto Currency, Bitcoin, etc.",22,13,4,6
,Remote Access Fraud (Any Desk/ Team Viewer),2,0,0,0
,OLX Fraud,37,24,11,12
,Data Theft,16,3,3,5
,Fedex,1,4,1,0
,"OTP Frauds (KYC Update, Apk Link)",332,67,100,93
,Matrimony Fraud,27,7,11,2
,Sextortion and Revenge Porn,20,13,4,7
,Advertising Frauds,28,3,8,8
,Investment Fraud (Trading & Share Trading),783,306,209,223
,Fake Customer Care,110,27,36,25
,ATM Fraud,3,0,1,1
,Digital Arrest,46,16,11,17
,AEPS (Aadhaar),0,0,0,0
,Others,456,136,177,173
,Sub Total,3301,1268,1029,1013
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Gang Rape,0,0,0,0
,Custodial Rape,0,0,0,0
,Rape with Murder,2,1,0,0
,Rape,821,276,279,276
,Others,302,123,107,92
,Sub Total,1125,400,386,368
38,Aadhar Act,,,,
,Impersonation,0,0,0,0
,Offence by Individual,1,0,1,0
,Offence by Company,1,0,0,1
,Sub Total,2,0,1,1
,Total (Item 1 to 36),18037,6109,5364,6726
