Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,"CYBER CRIME (INFORMATION TECHNOLOGY
ACT)",,,,
,"Information Technology Act 2000, 2009",135,26,13,8
,CSAM (Child Pornography). Cyber Tip Line,27,3,3,2
,Online Money Transfer,1416,84,180,156
,Credit Card Fraud,700,113,68,75
,Loan App,189,27,24,14
,"Ransomeware Attack, Installing Spyware &
Troman, Using Other Malware & Viruses to infect
degital serv",10,1,2,0
,"Gifts, iPhone & Lottery Fraud",118,20,13,7
,Deep Fake/Deep Nudes,33,3,3,7
,"Investment Fraud (Part Time Job, Task, Review)",2477,261,153,182
,Card Skimming,6,0,0,0
,Job Fraud,590,70,42,41
,Business Fraud,145,14,13,14
,Hacking of Accounts & Ids,216,22,30,26
,Phishing (Taking Password & Information),46,7,9,7
,Email Spoofing / Fraud,44,2,4,5
,SIM card Swapping / SIM Jacking / SIM Cloning,20,1,3,3
,"Social Media Cases
(Instagram/Facebook/Whatsapp/X /Telegram etc)",510,33,43,42
,"Crypto Currency, Bitcoin, etc.",69,4,4,8
,Remote Access Fraud (Any Desk/ Team Viewer),10,1,1,0
,OLX Fraud,168,10,14,11
,Data Theft,55,5,1,5
,Fedex,29,88,0,0
,"OTP Frauds (KYC Update, Apk Link)",816,99,122,94
,Matrimony Fraud,106,11,10,7
,Sextortion and Revenge Porn,92,4,9,4
,Advertising Frauds,61,9,5,7
,Investment Fraud (Trading & Share Trading),3176,273,269,266
,Fake Customer Care,299,39,33,31
,ATM Fraud,19,1,2,3
,Digital Arrest,306,155,27,29
,AEPS (Aadhaar),3,0,2,0
,Others,1708,222,103,132
,Sub Total,13599,1608,1205,1186
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Gang Rape,2,0,0,0
,Custodial Rape,13,1,0,2
,Rape with Murder,1,0,0,0
,Rape,2972,237,253,233
,Others,1119,81,103,95
,Sub Total,4107,319,356,330
38,Aadhar Act,,,,
,Impersonation,0,0,0,0
,Offence by Individual,0,2,0,0
,Offence by Company,1,0,0,0
,Sub Total,1,2,0,0
,Total (Item 1 to 36),58560,5742,5269,5167
