Sl. No.,Heads of Crime,"During the
current year upto
the end of month
under review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,7,10,0,0
15,FOREST,,,,
,Indian Forest Act 1927,1,0,0,0
,Forest (Conservation) Act 1980,7,3,1,0
,Sub Total,8,3,1,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,98,16,24,19
,Un-Organised,63,6,10,16
,Sub Total,161,22,34,35
18,BONDED LABOUR SYSTEM,29,1,1,0
19,INDIAN MOTOR VEHICLE,4,0,0,2
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,2584,324,827,414
,Synthetic,1900,230,464,404
,Sub Total,4484,554,1291,818
21,PASSPORT ACT,,,,
,Foreigner,0,0,0,0
,Indian,6,3,0,1
,Sub Total,6,3,0,1
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,314,0,0,5
,Parliament,0,0,0,0
,Other Elected Bodies,17,0,0,0
,Sub Total,331,0,0,5
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),3205,608,701,543
,Street Gambling (87),3430,621,579,672
,House Gambling (79 & 80),158,28,46,38
,Betting,328,11,11,12
,Others,858,24,42,41
,Sub Total,7979,1292,1379,1306
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",80,13,12,16
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",11,0,1,3
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,2,1,0,0
,Railway Property (Unlawful Possession) Act 1966,1,0,1,0
,Sub Total,3,1,1,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,1,1,0,1
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,1209,208,214,223
,Commission of SATI (Prevention) Act 1987,1,0,1,0
,"Indecent Representation of Women (Prohibition) Act
1986",0,0,0,0
,Sub Total,1210,208,215,223
31,INDIAN LUNACY ACT,0,0,0,0
