"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/04/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1370,85,33,1252,0,15,61,0,1060,28,38,2,48,1295,37,30,1228,0,3,13,0,1053,123,3,0,33,427,0,10,417,0,0,0,0,91,326,0,0,
Attempt to murder,2830,173,8,2649,0,14,175,14,2335,59,20,20,12,2818,124,12,2682,0,2,30,3,1924,695,12,8,8,995,4,3,988,0,0,0,0,94,894,0,0,
C.H.Not Amounting to murder,95,11,2,82,0,1,3,0,67,6,1,2,2,80,6,1,73,0,0,1,0,52,16,0,0,4,41,0,0,41,0,0,0,0,6,35,0,0,
Dacoity,217,19,4,194,0,0,4,0,168,5,17,0,0,180,11,3,166,0,0,0,0,115,50,0,1,0,68,0,2,66,0,0,0,0,4,62,0,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,0,7,0,286,1,0,0,0,135,0,0,135,0,0,0,0,120,15,0,0,0,37,0,0,37,0,0,0,0,11,26,0,0,
Robbery,1069,51,11,1007,0,2,31,6,763,20,179,5,1,1249,34,20,1195,0,0,8,1,691,400,95,0,0,451,2,2,447,0,0,0,0,56,391,0,0,
Chain Snatching,669,3,8,658,0,1,12,1,444,21,178,1,0,636,5,4,627,0,1,2,0,293,264,67,0,0,233,2,0,231,0,0,0,0,18,213,0,0,
H.B.T by day,990,33,0,957,0,7,13,0,437,15,482,2,1,1171,31,0,1140,0,1,8,0,362,399,370,0,0,360,3,0,357,0,0,0,0,28,325,4,0,
H.B.T by night,4436,48,3,4385,0,36,49,2,1625,76,2589,2,6,4865,32,2,4831,0,8,7,3,1230,1597,1982,4,0,1398,3,0,1395,0,0,0,0,67,1293,35,0,
House theft,1298,69,1,1228,0,7,18,7,417,11,767,1,0,2153,104,1,2048,0,4,3,1,473,373,1191,3,0,617,8,2,607,0,0,0,0,30,558,19,0,
Ordinary Theft,19448,553,303,18592,0,512,243,2022,4753,123,10762,158,19,22614,777,270,21567,2,340,79,993,4770,3917,11410,49,9,7077,93,85,6899,0,11,1,41,491,6072,274,9,
Cattle thefts,478,8,1,469,0,5,11,29,184,10,224,3,3,424,11,2,411,0,6,2,16,116,101,169,1,0,148,0,0,148,0,0,0,0,15,129,4,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6410,1999,154,4257,1,10,31,76,2142,1272,636,70,20,6920,1269,120,5531,0,4,6,28,1158,3943,338,52,2,2243,63,18,2162,0,0,1,1,38,2113,8,1,
Cr.Br.Trust,461,125,8,328,0,0,1,3,162,136,15,8,3,508,72,7,429,0,0,1,0,71,343,12,2,0,190,6,2,182,0,0,0,0,3,179,0,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,2,14,0,0,27,0,0,27,0,0,0,0,6,8,13,0,0,14,0,0,14,0,0,0,0,1,13,0,0,
Sub Total - PART-I,40096,3177,536,36383,1,611,659,2160,14856,1785,15922,275,115,45077,2513,472,42092,2,369,160,1045,12435,12244,15663,120,56,14300,184,124,13992,0,11,2,42,953,12630,344,10,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11322,89,19,11214,0,414,584,18,7883,40,1019,12,1244,12024,76,33,11915,0,197,96,0,8539,1330,766,11,976,4140,1,4,4135,0,3,0,0,712,3362,1,0,
"279,337,338 IPC",28900,232,20,28648,0,16978,331,322,9695,63,1071,101,87,31781,181,13,31587,0,12861,91,142,15612,1705,1082,63,31,11041,16,0,11025,0,524,5,6,3032,7415,42,1,
Rioting,3928,409,9,3510,0,20,348,64,2942,82,44,8,2,3904,283,7,3614,0,3,58,12,2712,801,24,4,0,1276,18,1,1257,0,0,0,0,140,1117,0,0,
Hurts,15372,863,21,14488,0,94,1878,496,11610,110,212,46,42,17436,933,30,16473,0,54,556,231,13335,2039,227,20,11,6057,64,5,5988,0,0,0,6,1267,4712,3,0,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,1,4,0,0,
Kidnapping,3245,2836,42,367,0,0,38,1,204,87,29,4,2,3688,3005,26,657,0,0,9,1,155,474,13,5,0,1448,520,6,922,0,0,0,0,9,912,1,0,
304(B) IPC,162,17,1,144,0,0,12,0,129,3,0,0,0,158,6,2,150,0,0,3,0,129,18,0,0,0,35,0,0,35,0,0,0,0,6,29,0,0,
498 (A) IPC,2783,252,58,2473,0,7,302,21,2048,58,0,27,10,2974,236,60,2678,0,3,84,2,2014,560,0,9,6,1064,12,8,1044,0,0,0,0,161,881,0,1,
354 IPC Molestation,5862,546,24,5292,1,15,522,40,4559,92,38,13,13,6486,496,31,5959,0,5,99,18,4664,1112,42,14,5,2333,32,6,2295,0,0,3,1,290,2001,0,0,
Rape,538,48,30,460,0,2,41,1,389,18,1,8,0,610,34,37,539,0,0,7,1,435,90,0,5,1,196,2,13,181,0,0,0,0,45,136,0,0,
353 IPC,993,50,0,943,0,22,25,3,843,33,10,3,4,1004,27,4,973,0,11,4,0,739,204,8,6,1,348,1,1,346,0,0,0,0,53,293,0,0,
Other IPC,14137,1476,79,12583,0,4725,333,387,5802,566,649,79,42,21486,1361,77,20048,0,9186,99,210,7030,2910,552,46,15,5663,73,21,5569,0,752,1,4,1402,3391,14,4,
Sub Total - PART-II,87249,6819,303,80128,1,22277,4415,1353,46109,1152,3073,301,1446,101553,6638,320,94595,0,22320,1106,617,55366,11243,2714,183,1046,33606,739,65,32802,0,1279,9,17,7118,24253,61,6,
