"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - May - 2026,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details of
received, disposed and overdue status of services for May 2026 as on 31.05.2026 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.05.2026",,
1,BELAGAVI CITY,5392,5850,13,,
2,BENGALURU CITY,48075,49736,45,,
3,HUBLI-DHARWAD CITY,1227,1258,105,,
4,KALABURAGI CITY,1813,1800,10,,
5,MANGALURU CITY,1782,1774,12,,
6,MYSURU CITY,2166,2177,13,,
7,BAGALKOT DISTRICT,2330,2144,9,,
8,BALLARI DISTRICT,1999,1832,39,,
9,BELAGAVI DISTRICT,1894,1915,36,,
10,BENGALURU RURAL DISTRICT,2587,2636,48,,
11,BIDAR DISTRICT,1533,1487,27,,
12,CHAMARAJANAGAR DISTRICT,1868,1902,13,,
13,CHIKKABALLAPURA DISTRICT,2041,2178,0,,
14,CHIKKAMAGALURU DISTRICT,2583,2446,0,,
15,CHITRADURGA DISTRICT,2530,2559,1,EEExxxppitoo,rrtt ttoo PExDcFel
16,DAKSHINA KANNADA DISTRICT,1449,1331,52,,
17,DAVANAGERE DISTRICT,2265,2315,0,,
18,DHARWAD DISTRICT,1160,1240,3,,
19,GADAG DISTRICT,1184,991,7,,
20,HASSAN DISTRICT,3558,3660,2,,
21,HAVERI DISTRICT,1637,1651,0,,
22,KALABURAGI DISTRICT,508,528,2,,
23,KODAGU DISTRICT,1443,1350,0,,
24,KOLAR DISTRICT,1022,1029,0,,
25,KGF,873,987,3,,
26,KOPPAL DISTRICT,1053,985,1,,
27,MANDYA DISTRICT,3489,3252,16,,
28,MYSURU DISTRICT,3074,3215,0,,
29,RAICHUR DISTRICT,1284,1405,13,,
30,BENGALURU SOUTH DISTRICT,2888,2679,11,,
31,SHIVAMOGGA DISTRICT,3422,3715,1,,
32,TUMAKURU DISTRICT,3793,3898,8,,
33,UDUPI DISTRICT,2266,2269,7,,
34,UTTARA KANNADA DISTRICT,2890,2792,10,EEExxxppitoo,rrtt ttoo PExDcFel
35,VIJAYANAGARA DISTRICT,1695,1549,0,,
36,VIJAYAPURA DISTRICT,2797,2881,1,,
37,YADGIR DISTRICT,685,746,0,,
,Total,124255,126162,508,,
