"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - March - 2025,,,,,,
"Police Department has implemented 23 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for March 2025 as on 31.03.2025 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.03.2025",,
1,Bengaluru City,34918,31542,69,,
2,Belagavi City,2864,2661,23,,
3,Hubli-Dharwad City,1507,1636,165,,
4,Mysore City,4041,4068,2,,
5,Mangalore City,4129,3883,18,,
6,Bagalkot,1674,1468,26,,
7,Ballari,1544,1323,43,,
8,Belagavi,1646,1656,56,,
9,Bengaluru Rural,3235,3361,49,,
10,Bidar,1322,1461,27,,
11,Chamarajanagar,1659,1465,7,,
12,Chikkaballapura,2056,1736,6,,
13,Chikkamagaluru,2246,1987,0,,
14,Chitradurga,2263,1989,11,,
15,Dakshina Kannada,962,895,17,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2458,2147,7,,
17,Dharwad,1094,1132,85,,
18,Gadag,816,784,1,,
19,Hassan,3304,3753,7,,
20,Haveri,1409,1274,64,,
21,Kalaburagi,1490,1497,8,,
22,Kodagu,1194,1092,25,,
23,Kolar,1476,1346,2,,
24,KGF,1002,730,17,,
25,Koppal,1048,916,0,,
26,Mandya,2746,2451,102,,
27,Mysuru,2837,2224,5,,
28,Raichur,982,998,38,,
29,Ramanagara,2625,2426,53,,
30,Shivamogga,3222,2928,73,,
31,Tumakuru,4039,4139,9,,
32,Udupi,2380,2177,0,,
33,Uttara Kannada,2663,2267,23,,
34,VijayaNagara,1120,1090,8,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2223,2305,15,,
36,Yadgir,577,580,29,,
,Total,106771,99387,1090,,
