Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,46,2,1,13
15,FOREST,,,,
,Indian Forest Act 1927,2,1,0,0
,Forest (Conservation) Act 1980,7,0,2,0
,Sub Total,9,1,2,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,164,8,8,16
,Un-Organised,60,14,7,7
,Sub Total,224,22,15,23
18,BONDED LABOUR SYSTEM,3,1,0,2
19,INDIAN MOTOR VEHICLE,298,3,243,17
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,1129,245,197,139
,Synthetic,1708,261,239,200
,Sub Total,2837,506,436,339
21,PASSPORT ACT,,,,
,Foreigner,3,0,1,1
,Indian,1,0,0,0
,Sub Total,4,0,1,1
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,5,0,0,0
,Parliament,104,0,1,1
,Other Elected Bodies,10,0,0,0
,Sub Total,119,0,1,1
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),3672,528,482,346
,Street Gambling (87),4396,645,476,373
,House Gambling (79 & 80),194,32,21,19
,Betting,400,17,10,3
,Others,443,49,38,41
,Sub Total,9105,1271,1027,782
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",127,21,11,8
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",2,0,1,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,1,0,0,0
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,1,0,0,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,5,0,0,1
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,1476,204,127,120
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",1,1,0,0
,Sub Total,1477,205,127,120
31,INDIAN LUNACY ACT,0,0,0,0
