Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,9,0,1,0
,1.3 other Cases of Rape,691,58,82,70
,Sub Total,700,58,83,70
2,Outraging modesty (Molestation) (sec.354 IPC),4373,469,449,464
3,Kidnapping & Abduction of Women: (Sec.366 IPC),87,6,13,8
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",300,27,32,38
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",4,1,0,0
7,Murder for other reasons,282,31,34,37
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",1,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",14,3,0,3
10,Attempt to Commit murder for other reasons,745,48,89,91
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,1,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),84,14,10,6
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",2142,226,238,251
14,Abetment of Suicide (Sec.306 IPC),129,14,12,16
15,Immoral Traffic (prevention) Act.,115,30,12,20
16,"Indecent Representation of Women(Prohibition) Act-
1986",1,0,0,0
17,Pornography,2,0,0,1
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",108,20,13,16
19,Offences related to Marriage,25,2,2,4
20,Cyber Crimes,3389,559,352,397
,Total (Item 1 to 20),12503,1509,1339,1422
