"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - April - 2026,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details of
received, disposed and overdue status of services for April 2026 as on 30.04.2026 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 30.04.2026",,
1,BELAGAVI CITY,4385,4170,14,,
2,BENGALURU CITY,43885,46426,34,,
3,HUBLI-DHARWAD CITY,1155,1184,45,,
4,KALABURAGI CITY,1512,1524,25,,
5,MANGALURU CITY,1752,1706,18,,
6,MYSURU CITY,3664,3678,1,,
7,BAGALKOT DISTRICT,1308,1342,8,,
8,BALLARI DISTRICT,1725,1862,12,,
9,BELAGAVI DISTRICT,1733,1765,151,,
10,BENGALURU RURAL DISTRICT,2319,2223,10,,
11,BIDAR DISTRICT,1130,1147,10,,
12,CHAMARAJANAGAR DISTRICT,1655,1569,19,,
13,CHIKKABALLAPURA DISTRICT,2066,1881,1,,
14,CHIKKAMAGALURU DISTRICT,2397,2370,0,,
15,CHITRADURGA DISTRICT,2304,2426,1,EEExxxppitoo,rrtt ttoo PExDcFel
16,DAKSHINA KANNADA DISTRICT,1435,1357,5,,
17,DAVANAGERE DISTRICT,2262,2078,1,,
18,DHARWAD DISTRICT,1176,1255,23,,
19,GADAG DISTRICT,819,837,1,,
20,HASSAN DISTRICT,3304,3235,2,,
21,HAVERI DISTRICT,1440,1268,49,,
22,KALABURAGI DISTRICT,445,425,6,,
23,KODAGU DISTRICT,1532,1551,0,,
24,KOLAR DISTRICT,973,931,2,,
25,KGF,1004,1017,5,,
26,KOPPAL DISTRICT,995,928,4,,
27,MANDYA DISTRICT,3476,3415,11,,
28,MYSURU DISTRICT,2847,2465,11,,
29,RAICHUR DISTRICT,1238,1242,16,,
30,BENGALURU SOUTH DISTRICT,2682,2348,12,,
31,SHIVAMOGGA DISTRICT,3036,2844,0,,
32,TUMAKURU DISTRICT,3618,4007,28,,
33,UDUPI DISTRICT,2203,2175,7,,
34,UTTARA KANNADA DISTRICT,2711,2795,2,EEExxxppitoo,rrtt ttoo PExDcFel
35,VIJAYANAGARA DISTRICT,1537,1592,0,,
36,VIJAYAPURA DISTRICT,2402,2339,6,,
37,YADGIR DISTRICT,667,690,1,,
,Total,114792,116067,541,,
