"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 31/07/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1346,65,28,1254,0,8,65,0,1039,46,46,3,47,1375,61,33,1281,0,0,15,0,1118,103,7,1,37,783,9,17,757,0,0,0,0,368,380,0,0,
Attempt to murder,2450,151,9,2290,0,11,112,7,2051,49,34,7,19,2861,129,8,2724,0,6,41,8,2091,550,12,13,3,1654,33,3,1618,0,0,0,0,407,1207,0,2,
C.H.Not Amounting to murder,88,8,0,80,0,0,6,0,68,4,0,0,2,94,10,2,82,0,1,1,0,59,19,0,0,2,37,0,0,37,0,0,0,0,7,30,0,0,
Dacoity,180,19,3,158,0,0,4,0,129,15,10,0,0,220,16,4,200,0,0,0,0,143,50,7,0,0,95,0,2,93,0,0,0,0,25,68,0,0,
Preparation And Assembly For Dacoity,389,0,0,389,0,1,5,0,379,3,1,0,0,294,0,0,294,0,0,3,0,273,18,0,0,0,76,0,0,76,0,0,0,0,37,39,0,0,
Robbery,978,33,22,923,0,3,18,1,702,29,169,0,1,1068,37,11,1020,0,1,6,3,711,203,92,4,0,666,7,6,653,0,0,0,0,154,495,4,0,
Chain Snatching,664,13,5,646,0,2,11,0,454,17,162,0,0,669,3,8,658,0,1,3,1,405,168,79,1,0,354,2,2,350,0,0,0,0,59,291,0,0,
H.B.T by day,805,26,2,777,0,8,13,1,380,22,350,1,2,991,29,0,962,0,2,3,0,365,262,328,2,0,655,8,0,647,0,0,0,0,67,558,22,0,
H.B.T by night,4015,40,3,3972,0,31,34,6,1540,120,2235,2,4,4437,38,3,4396,0,14,7,2,1361,1113,1895,2,2,2628,8,0,2620,0,0,0,0,198,2268,153,1,
House theft,914,51,2,861,0,5,12,6,370,9,455,3,1,1293,60,1,1232,0,4,6,4,390,130,697,1,0,1169,18,0,1151,0,0,0,0,125,895,130,1,
Ordinary Theft,15909,377,199,15333,0,363,243,1698,4196,126,8569,120,18,19460,481,296,18683,0,223,99,1256,5085,2079,9815,117,9,12019,193,110,11716,0,29,5,78,1112,8840,1642,8,
Cattle thefts,412,5,3,404,0,4,6,23,176,9,184,2,0,478,8,1,469,0,0,5,16,169,88,187,2,2,204,2,1,201,0,0,0,1,17,166,17,0,
Receiving stolen Property,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,5422,1587,154,3681,0,11,14,77,1937,1054,491,84,13,6409,1405,155,4849,1,9,13,33,1389,2936,420,41,8,3713,259,45,3409,0,0,0,1,135,3240,24,9,
Cr.Br.Trust,478,136,9,333,0,0,1,5,174,129,15,9,0,460,82,7,371,0,0,0,2,100,257,6,6,0,279,14,1,264,0,0,0,0,11,253,0,0,
C.C.Notes,33,0,0,33,0,0,0,0,17,2,14,0,0,29,0,0,29,0,0,0,0,9,11,9,0,0,17,0,1,16,0,0,0,0,3,12,1,0,
Sub Total - PART-I,34084,2511,439,31135,0,447,544,1824,13613,1634,12735,231,107,40140,2359,529,37252,1,262,202,1325,13668,7987,13554,191,63,24350,553,188,23609,0,29,5,80,2725,18743,1993,21,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",9868,97,18,9753,2,355,531,13,6866,43,839,12,1094,11313,77,19,11217,2,202,136,9,8212,937,764,10,947,6857,16,20,6821,0,9,3,0,1972,4599,73,3,
"279,337,338 IPC",25197,199,18,24980,0,14738,255,274,8695,56,831,55,76,28913,207,20,28686,0,12172,142,232,13821,1292,918,61,48,18447,29,8,18410,0,1845,6,34,6702,9703,116,1,
Rioting,3972,360,5,3607,2,12,342,61,3098,55,25,11,3,3931,316,9,3606,0,7,101,29,2701,737,25,4,2,2261,49,1,2211,0,0,1,3,467,1738,2,0,
Hurts,13328,680,16,12633,1,90,1539,396,10295,65,189,32,27,15345,761,21,14563,0,51,593,249,12234,1234,164,23,15,9900,201,7,9692,0,5,8,31,3493,6118,35,1,
Acid Attack (326(a)),2,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,6,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,
Kidnapping,2771,2398,39,334,1,3,27,1,181,91,30,1,0,3265,2717,37,511,0,0,12,1,189,286,18,2,1,2097,990,10,1097,0,0,0,0,43,1051,2,1,
304(B) IPC,157,5,0,152,0,0,15,0,136,0,0,0,1,161,10,1,150,0,0,1,0,136,13,0,0,0,83,3,1,79,0,0,0,0,39,40,0,0,
498 (A) IPC,2281,215,61,2005,0,5,250,19,1682,30,0,12,7,2789,200,57,2532,0,4,71,10,2083,354,0,5,5,1746,33,17,1696,0,0,0,0,476,1218,0,2,
354 IPC Molestation,4914,408,26,4481,0,12,363,35,3966,62,22,10,11,5869,454,24,5391,1,3,137,17,4433,763,28,7,3,3628,91,13,3524,0,0,2,2,882,2632,3,2,
Rape,557,27,29,501,0,1,39,0,441,5,3,10,2,537,41,30,466,0,0,6,0,408,48,0,4,0,339,6,18,315,0,0,0,0,120,194,0,1,
353 IPC,1111,48,3,1060,0,20,29,1,940,33,32,3,2,992,34,0,958,0,9,4,1,742,193,5,2,2,579,4,1,574,0,1,0,0,157,413,0,3,
Other IPC,15764,1247,52,14465,0,5113,359,346,7535,453,541,66,52,14105,1143,75,12888,0,4079,93,246,5935,1976,494,42,23,13988,282,26,13680,0,2642,3,84,4338,6543,64,4,
Sub Total - PART-II,79922,5685,267,73972,6,20349,3749,1146,43835,893,2513,212,1275,87227,5961,293,80974,3,16527,1296,794,50900,7833,2416,160,1046,59927,1704,122,58101,0,4502,23,154,18690,34250,295,18,
