"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/01/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,272,10,1,261,0,5,2,1,229,18,5,1,0,296,5,3,288,0,1,0,0,155,129,3,0,0,23,0,0,23,0,0,0,0,2,21,0,0,
Cow Slaughter,406,3,2,401,0,8,1,1,357,18,14,2,0,260,3,3,254,0,1,0,0,183,67,2,1,0,16,0,0,16,0,0,0,0,0,16,0,0,
Animal Sacrifice Act,462,20,2,440,0,20,2,1,369,18,29,1,0,344,12,1,331,0,18,0,0,203,95,14,1,0,21,0,1,20,0,0,0,0,0,20,0,0,
P.I.T Act,240,3,0,237,0,4,0,0,228,4,1,0,0,314,2,2,310,0,0,0,0,164,145,0,1,0,33,0,0,33,0,0,0,0,0,33,0,0,
POCSO,3190,55,96,3039,0,77,812,5,2093,7,10,19,16,3812,37,162,3613,0,6,217,0,2860,505,7,12,6,295,0,5,290,0,0,0,0,1,289,0,0,
K.P Act,460,6,1,453,0,163,6,2,263,1,4,11,3,1313,196,1,1116,0,214,3,2,744,141,2,9,1,55,0,0,55,0,1,0,0,24,30,0,0,
E.C Act,815,20,2,793,0,5,3,0,670,79,9,26,1,488,7,1,480,0,2,0,0,195,273,1,9,0,35,0,0,35,0,0,0,0,0,35,0,0,
SC/ST/Act,2137,387,122,1628,1,6,154,2,1377,65,4,16,4,2143,316,41,1786,0,0,9,0,1434,325,5,12,1,206,0,6,200,0,0,0,0,0,200,0,0,
Explosive Act,62,4,1,57,0,7,0,0,31,11,7,1,0,270,1,0,269,0,7,0,0,55,205,2,0,0,10,0,0,10,0,0,0,0,0,10,0,0,
N.D.P.S AcT,6406,14,3,6389,0,2164,59,11,4089,35,13,13,5,6764,8,0,6756,0,1765,40,6,4187,751,4,2,1,281,0,0,281,0,1,0,0,117,163,0,0,
TADA Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PCR Act,4,1,0,3,0,0,0,0,3,0,0,0,0,13,0,0,13,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R.P.Act,6,2,0,4,0,0,0,0,2,2,0,0,0,338,55,7,276,0,37,1,2,200,14,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
Children Act,355,36,14,305,0,18,9,1,256,17,1,3,0,368,49,13,306,0,9,2,0,179,110,5,1,0,30,0,0,30,0,0,0,0,1,29,0,0,
Sati Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cinema Autography Act,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gambling Act,13045,1,0,13044,0,7019,145,79,5710,25,1,55,10,13660,5,3,13652,0,4485,37,50,8368,694,1,14,3,971,0,0,971,0,15,1,0,332,623,0,0,
Excise Act,8865,0,0,8865,0,4014,306,72,4376,7,2,50,38,9331,2,1,9328,0,2332,74,38,6223,598,28,22,13,401,0,0,401,0,15,0,0,89,297,0,0,
D.P Act,2238,206,53,1979,0,1,121,13,1694,106,0,42,2,2311,95,47,2169,0,0,7,0,1012,1142,0,8,0,210,0,2,208,0,0,0,0,0,208,0,0,
Other Special and Local Laws,14476,257,20,14199,0,372,32,1805,2067,2060,7834,22,7,25621,173,29,25419,0,712,27,897,2654,17668,3445,12,4,2085,0,1,2084,0,0,0,0,28,2056,0,0,
Sub Total - PART-III,53440,1026,317,52097,1,13883,1652,1993,23814,2473,7934,262,86,67646,966,314,66366,0,9589,417,995,28824,22867,3537,107,30,4672,0,15,4657,0,32,1,0,594,4030,0,0,
PART-IV (Cr.PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107 Cr.p.C,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109 Cr.p.c,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110 Cr.P.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145 CR.P.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151 CR.p.c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41(1)(d) 102 Cr.P.C,79,3,17,59,0,9,1,2,31,2,0,12,2,44,0,6,38,0,3,0,1,18,13,0,3,0,5,0,0,5,0,0,0,0,0,5,0,0,
Other Cr.P.C,4,1,1,2,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
Sub Total - PART-IV,85,4,18,63,0,11,1,2,33,2,0,12,2,47,0,6,41,0,3,0,1,19,14,0,4,0,6,0,0,6,0,0,0,0,0,6,0,0,
