Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8),
334(2) BNS)",,,,
,At Residential Premises,231,68,67,75
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,8,6,2,4
,In Other Places,6,5,2,1
,Temple Theft,3,1,2,1
,Sub Total,248,80,73,81
,Total Burglary (Burglary Day + Burglary Night),1165,400,386,370
11,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,16,7,4,6
,Of Automobiles - Of Tractors,30,10,7,12
,In Running Bus,31,0,12,11
,Of Snatching,146,0,30,69
,At ATM,7,0,1,2
,Of Sand,382,202,119,146
,Government Office,9,0,3,6
,Of Mines,14,4,7,2
,Communication And Elec. Wire,70,21,24,22
,Of Cattle,138,37,38,48
,Of Cycle,14,14,8,3
,Of Automobiles - Of Lorries/Trucks,31,9,7,13
,Of Automobiles - Of Buses,1,0,0,0
,Of Automobiles - Of Cars / Jeeps,56,18,23,15
,Of Automobiles - Of Two Wheelers,2296,993,682,781
,Of Automobies - of Three Wheelers,59,30,21,10
,Of Accessories of Motor Vehicle,68,24,25,16
,Govt. Vehicle,1,0,0,1
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",248,125,65,90
,Of Fire Arms,3,0,0,2
,Of Explosives,0,0,0,0
,Of Cultural - Idols,0,1,0,0
,Of Cultural - Painting,0,1,0,0
,Of Cultrual - Others,58,20,15,18
,Cash,127,48,50,45
,Jewellery,413,163,174,127
,Other Items Not Included Above,447,174,141,149
,In Running Train,15,2,6,7
,Extortion,73,23,25,20
,House Theft,435,151,133,158
,Servant Theft,107,44,22,39
,Sub Total,5295,2121,1642,1818
12,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,230,90,67,77
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,0,0,0,0
,Labour - Public Sector,0,1,0,0
,Linguistic,0,0,0,0
,Political,2,1,0,2
,Regional,0,0,0,0
,Sectarian,0,0,0,0
,Students,1,0,0,1
,Tribal,0,0,0,0
,Due to Village Disputes,5,3,0,4
,Communal,1,0,0,0
,Industrial,0,2,0,0
,Caste,2,1,1,1
,Agrarian,0,0,0,0
,Others,591,239,209,210
,Sub Total,832,337,277,295
