"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/03/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Act,294,8,3,283,0,2,8,0,243,17,9,3,1,281,6,2,273,0,2,4,0,175,88,4,0,0,104,0,0,104,0,0,0,0,6,98,0,0,
Cow Slaughter,269,6,4,259,0,7,1,1,243,3,3,1,0,239,5,3,231,0,4,0,0,166,52,9,0,0,54,0,0,54,0,0,0,0,10,44,0,0,
Animal Sacrifice Act,342,18,1,323,0,42,3,0,250,2,24,2,0,327,8,2,317,0,18,2,1,215,65,16,0,0,86,0,0,86,0,0,0,0,11,74,1,0,
P.I.T Act,312,3,1,308,0,3,1,0,279,21,1,3,0,299,1,1,297,0,0,1,0,219,77,0,0,0,81,0,0,81,0,0,0,0,7,74,0,0,
POCSO,3899,54,174,3671,0,100,1194,3,2313,5,15,27,14,4033,63,200,3770,0,17,365,1,3269,72,13,18,15,998,3,27,968,0,0,0,0,216,751,0,0,
K.P Act,1311,208,1,1102,0,455,18,8,595,5,5,14,2,517,42,0,475,0,116,9,2,314,30,2,2,0,190,0,0,190,0,7,0,0,103,80,0,0,
E.C Act,492,11,1,480,0,3,6,0,391,48,2,29,1,431,8,0,423,0,1,1,0,249,162,1,9,0,116,0,0,116,0,0,0,0,4,111,0,1,
SC/ST/Act,2149,386,40,1723,1,7,153,2,1436,80,8,29,8,2113,331,45,1737,0,1,41,1,1590,91,2,10,1,558,14,6,538,0,0,0,0,104,433,0,1,
Explosive Act,270,3,0,267,0,66,3,2,170,16,5,5,0,142,1,0,141,0,9,0,1,64,64,2,1,0,29,0,0,29,0,0,0,0,0,29,0,0,
N.D.P.S AcT,6767,16,0,6751,0,3114,102,42,3439,18,11,13,12,4188,7,4,4177,0,1184,20,6,2556,392,15,3,1,1276,0,1,1275,0,88,1,0,602,584,0,0,
TADA Act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PCR Act,13,1,0,12,0,0,1,1,9,1,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R.P.Act,338,57,7,274,0,82,1,2,154,2,18,13,2,134,14,0,120,0,18,1,0,50,34,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Children Act,369,70,14,285,0,35,15,1,219,7,5,3,0,401,43,18,340,0,11,1,2,223,98,3,2,0,110,1,4,105,0,0,0,0,12,93,0,0,
