"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - August - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for August 2023 as on 31.08.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.08.2023",,
1,Bengaluru City,40860,38798,44,,
2,Belagavi City,2953,3006,70,,
3,Hubli-Dharwad City,1336,1196,140,,
4,Mysore City,5467,5068,32,,
5,Mangalore City,8844,6139,151,,
6,Bagalkot,1762,2248,4,,
7,Ballari,1639,1474,43,,
8,Belagavi,1683,1712,42,,
9,Bengaluru Rural,3485,3009,216,,
10,Bidar,1448,1293,0,,
11,Chamarajanagar,1703,1648,6,,
12,Chikkaballapura,2101,1925,2,,
13,Chikkamagaluru,2497,2735,2,,
14,Chitradurga,1766,1797,5,,
15,Dakshina Kannada,1000,904,4,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2794,2875,3,,
17,Dharwad,1243,1090,146,,
18,Gadag,760,764,8,,
19,Hassan,3075,3625,2,,
20,Haveri,1704,1643,4,,
21,Kalaburagi,1282,1781,18,,
22,Kodagu,1210,1121,0,,
23,Kolar,2006,1983,23,,
24,KGF,1091,1036,46,,
25,Koppal,842,829,0,,
26,Mandya,3650,3187,34,,
27,Mysuru,2538,2305,11,,
28,Raichur,1048,1061,12,,
29,Ramanagara,3023,3042,1,,
30,Shivamogga,3059,3170,18,,
31,Tumakuru,3749,3701,10,,
32,Udupi,2032,2012,0,,
33,Uttara Kannada,3259,3228,0,,
34,VijayaNagara,1187,1142,14,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2195,2191,3,,
36,Yadgir,637,1000,60,,
,Total,120928,115738,1174,,
