Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",0,0,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),18,3,6,2
4,Kidnapping & Abduction of Children,1317,241,317,344
4.1,For Ransom - of Children,4,1,2,1
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,0,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,0,0,0,0
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,9,0,1,4
,Sub Total,1330,242,320,349
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,49,7,10,21
7,POCSO Act,1238,304,309,277
8,Death of Children due to miscarriage,10,0,1,2
9,Juvenile Justice Act,55,17,13,25
10,Child Labour (Pro.& Reg.) Act,26,27,2,7
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),2726,600,661,683
