Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",5,0,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),59,5,5,3
4,Kidnapping & Abduction of Children,3567,326,353,415
4.1,For Ransom - of Children,7,0,0,1
4.2,of Children - for begging,0,1,0,0
4.3,of Girls - Immoral Purpose,0,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,4,1,1,2
4.6,Procuration of Minor Girls - For Prostitution,1,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,14,2,3,2
,Sub Total,3593,330,357,420
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,181,11,17,10
7,POCSO Act,4107,319,356,330
8,Death of Children due to miscarriage,15,3,0,0
9,Juvenile Justice Act,131,8,8,12
10,Child Labour (Pro.& Reg.) Act,77,11,4,8
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),8168,687,747,783
