"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/10/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1368,87,34,1247,0,35,83,0,1013,17,45,2,52,1293,55,30,1208,1,8,29,0,1051,58,26,0,36,1005,14,16,975,0,0,1,1,589,371,1,0,12
Attempt to murder,2828,174,8,2646,0,25,262,15,2263,21,20,24,16,2791,155,12,2624,0,8,68,6,2298,201,16,13,14,2393,42,9,2342,0,2,1,1,968,1361,0,6,3
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,69,3,1,2,2,82,8,1,73,0,1,1,0,57,8,0,1,5,103,1,0,102,0,1,0,0,42,57,0,0,2
Dacoity,216,19,4,193,0,0,5,0,169,1,18,0,0,179,14,3,162,0,0,0,0,135,21,5,1,0,134,4,3,127,0,0,0,0,52,74,1,0,0
Preparation And Assembly For Dacoity,294,0,0,294,0,1,9,0,284,0,0,0,0,135,0,0,135,0,0,1,0,131,3,0,0,0,107,0,0,107,0,0,0,0,78,29,0,0,0
Robbery,1067,52,11,1004,0,2,44,7,755,5,184,6,1,1242,42,20,1180,0,2,11,3,827,126,210,0,1,903,19,8,876,0,0,1,1,312,542,19,1,0
Chain Snatching,669,3,8,658,0,2,16,1,444,4,190,1,0,639,7,4,628,0,2,3,0,381,89,153,0,0,536,6,5,525,0,0,0,0,163,354,7,1,0
H.B.T by day,990,33,0,957,0,7,22,1,431,7,484,2,3,1175,38,0,1137,0,8,13,1,441,147,526,1,0,940,14,0,926,0,1,1,0,165,636,122,0,1
H.B.T by night,4435,49,3,4383,0,40,74,4,1611,47,2595,2,10,4865,42,2,4821,0,15,25,4,1520,581,2668,7,1,3649,12,2,3635,0,0,1,0,474,2517,641,2,0
House theft,1298,68,1,1229,0,8,25,9,416,3,766,1,1,2154,117,1,2036,0,4,8,5,550,100,1365,3,1,1631,47,2,1582,0,2,0,2,239,905,433,1,0
Ordinary Theft,19447,562,305,18580,0,609,303,2423,4271,47,10735,171,21,22600,886,272,21442,2,499,157,1649,4910,926,13217,72,12,17228,429,230,16569,0,75,52,305,2693,8929,4491,22,2
Cattle thefts,478,8,1,469,0,6,17,40,173,3,223,3,4,424,12,2,410,0,6,3,28,142,22,208,1,0,437,2,1,434,0,0,0,4,103,270,57,0,0
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Cheating,6413,2112,156,4145,1,12,45,111,2320,854,685,90,28,6931,1844,129,4958,0,7,13,53,1830,2421,557,73,4,5568,526,78,4964,0,0,1,6,396,4411,130,20,0
Cr.Br.Trust,460,134,9,317,0,0,1,4,183,99,19,8,3,508,119,5,384,0,0,1,0,114,244,23,2,0,469,43,7,419,0,0,0,0,28,388,2,0,1
C.C.Notes,29,0,0,29,0,0,0,0,13,0,16,0,0,27,0,0,27,0,0,0,0,9,0,18,0,0,28,0,0,28,0,0,0,0,10,15,3,0,0
Sub Total - PART-I,40089,3313,542,36234,1,749,909,2615,14415,1111,15981,313,141,45048,3339,482,41227,3,560,333,1749,14397,4947,18993,174,74,35132,1159,361,33612,0,81,58,320,6313,20859,5907,53,21
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11329,90,19,11220,0,486,901,20,7382,14,1023,13,1381,12042,92,34,11916,0,311,227,4,8902,222,1026,16,1208,9719,46,10,9663,0,50,19,1,4682,4269,216,4,422
"279,337,338 IPC",28894,234,20,28640,0,18609,429,451,7839,18,1081,113,100,31763,219,13,31531,0,17084,189,359,12219,261,1279,75,65,26134,105,8,26021,0,5034,60,81,11264,9125,433,13,11
Rioting,3928,417,9,3502,0,25,511,83,2784,39,48,10,2,3904,346,7,3551,0,9,171,27,3079,228,30,6,1,2959,124,3,2832,0,2,8,3,1191,1618,8,2,0
Hurts,15378,882,21,14475,0,138,2693,592,10673,57,217,50,55,17463,1103,31,16329,0,102,1205,369,13789,496,307,33,28,14464,536,23,13905,0,27,85,60,7471,6162,90,9,1
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,5,2,0,0,0
