Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
50,"INSULTING MODESTY OF WOMEN (EVE
TEASING) (Sec.509 IPC)",,,,
,Attempt to Commit,0,0,0,0
,Office,2,1,0,1
,Public Conveyance,0,1,0,0
,Public Place,7,6,4,3
,Other Places,15,5,5,5
,Sub Total,24,13,9,9
51,"SUICIDE (Sec.305, 306, 309 IPC)",,,,
,Dowry,1,2,0,0
,Abetment of Suicide,69,22,24,25
,Other Reasons,78,35,27,28
,Attempt to Commit suicide,35,13,7,17
,Sub Total,183,72,58,70
52,UNNATURAL SEX (Sec.377 IPC),,,,
,Abetment,0,0,0,0
,Animal,0,0,0,0
,Attempt,0,0,0,0
,Major - Man,0,2,0,0
,Major - Woman,0,0,0,0
,Minor - Boy,0,0,0,0
,Minor - Girl,0,0,0,0
,Sub Total,0,2,0,0
53,"WRONGFUL RESTRAINT/CONFINEMENT
(Sec.341 to 348 IPC)",,,,
,Attempt to Commit,4,0,0,3
,To Extort Confession,2,1,1,0
,To Extort Property,5,3,2,2
,To settle Dispute,3,2,2,1
,Others,81,25,28,30
,Sub Total,95,31,33,36
54,"INFANTICIDE (Sec.315, 316 IPC)",,,,
,Male,0,0,0,0
,Female,0,0,0,0
,Sub Total,0,0,0,0
55,"OFFENCES RELATED TO MARRIAGE (Sec.493
to 498 IPC)",13,2,6,3
56,"BUYING & SELLING MINOR FOR
PROSTITUTION (Sec.372, 373 IPC)",0,0,0,0
57,"DOCUMENTS & PROPERTY MARKS (Sec.483 to
489 IPC)",,,,
,Documents,0,1,0,0
,Property,0,0,0,0
,Sub Total,0,1,0,0
58,DEFAMATION (Sec.500 to 502 IPC),,,,
,Persons,2,0,0,0
,Printed Matter,2,0,0,0
,Others,1,0,1,0
,Sub Total,5,0,1,0
59,ELECTION(Sec.171(E) to 171(1) IPC),,,,
,Assembly,0,148,0,0
,Parliament,33,0,1,32
,Other Elected Bodies,3,6,3,0
,Sub Total,36,154,4,32
60,"SLAVERY (Sec.370, 371, 374 IPC)",,,,
,Man,0,0,0,0
,Woman,0,0,0,0
,Boy,0,0,0,0
,Girl,0,0,0,0
,Sub Total,0,0,0,0
