Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,5,1,1,2
,1.3 other Cases of Rape,312,56,95,77
,Sub Total,317,57,96,79
2,Outraging modesty (Molestation) (sec.354 IPC),1940,612,545,486
3,Kidnapping & Abduction of Women: (Sec.366 IPC),34,9,12,10
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",127,12,27,43
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",4,1,3,1
7,Murder for other reasons,134,40,28,40
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",9,1,2,2
10,Attempt to Commit murder for other reasons,360,71,88,98
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,1
12,Dowry Death-by other Means (Sec.304(B) IPC),44,10,9,14
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",946,212,253,248
14,Abetment of Suicide (Sec.306 IPC),60,13,11,21
15,Immoral Traffic (prevention) Act.,95,12,32,12
16,"Indecent Representation of Women(Prohibition)
Act-1986",0,0,0,0
17,Pornography,1,0,1,0
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",46,16,12,13
19,Offences related to Marriage,11,0,4,2
20,Cyber Crimes,1456,454,372,324
,Total (Item 1 to 20),5586,1520,1495,1394
