Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",5,0,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),51,4,7,7
4,Kidnapping & Abduction of Children,2890,318,294,348
4.1,For Ransom - of Children,6,0,0,1
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,0,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,1,0,0,0
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,11,1,1,2
,Sub Total,2908,319,295,351
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,151,11,18,13
7,POCSO Act,3332,339,379,338
8,Death of Children due to miscarriage,15,0,2,0
9,Juvenile Justice Act,111,10,5,8
10,Child Labour (Pro.& Reg.) Act,65,5,8,4
11,Probation of Offenders Act,0,1,0,0
,Total (Item 1 to 11),6638,689,714,721
